A	T_merge	T_heap
[25, 4, 15, 20, 17, 9, 13, 23, 3, 7, 2, 21, 29, 0, 16]	9.999999999177334e-07	9.999999999177334e-07
[9, 29, 21, 13, 1, 14, 15, 12, 8, 24, 7, 0, 17, 20, 19]	0.0	0.0
[25, 18, 12, 5, 19, 16, 4, 28, 29, 3, 13, 0, 7, 22, 21]	1.000000000139778e-06	1.000000000139778e-06
[16, 26, 5, 3, 11, 4, 8, 25, 28, 14, 18, 13, 0, 29, 10]	1.000000000139778e-06	0.0
[2, 25, 22, 20, 24, 9, 5, 12, 6, 17, 8, 11, 21, 15, 13]	9.999999999177334e-07	1.000000000139778e-06
[11, 24, 20, 29, 10, 0, 7, 1, 6, 18, 22, 27, 4, 13, 3]	0.0	2.0000000000575113e-06
[25, 5, 27, 13, 11, 28, 15, 4, 3, 19, 24, 8, 6, 23, 1]	0.0	0.0
[4, 0, 17, 18, 22, 3, 5, 20, 11, 7, 26, 25, 15, 21, 1]	9.999999999177334e-07	9.999999999177334e-07
[26, 20, 11, 25, 12, 15, 22, 21, 9, 24, 23, 2, 19, 28, 17]	9.999999999177334e-07	0.0
[12, 21, 25, 1, 14, 6, 10, 27, 0, 18, 16, 24, 20, 9, 5]	1.9999999998354667e-06	0.0
[2, 10, 13, 7, 15, 20, 16, 8, 23, 22, 29, 6, 21, 26, 1]	1.000000000139778e-06	9.999999999177334e-07
[22, 29, 11, 4, 13, 15, 24, 27, 19, 28, 7, 25, 6, 23, 14]	0.0	9.999999999177334e-07
[14, 0, 26, 15, 3, 5, 21, 2, 13, 18, 7, 25, 16, 17, 19]	9.999999999177334e-07	9.999999999177334e-07
[28, 12, 14, 3, 2, 19, 5, 13, 7, 16, 17, 10, 9, 21, 6]	9.999999999177334e-07	0.0
[11, 22, 4, 23, 16, 7, 12, 9, 10, 17, 26, 27, 21, 24, 6]	2.0000000000575113e-06	0.0
[9, 13, 14, 15, 11, 7, 21, 12, 0, 20, 10, 3, 23, 16, 29]	2.0000000000575113e-06	9.999999999177334e-07
[24, 18, 2, 27, 22, 23, 3, 11, 10, 17, 15, 12, 25, 8, 5]	9.999999999177334e-07	0.0
[18, 15, 0, 8, 4, 20, 19, 27, 7, 6, 12, 9, 3, 5, 26]	0.0	2.0000000000575113e-06
[16, 22, 18, 13, 3, 11, 10, 24, 28, 21, 0, 23, 1, 26, 27]	0.0	0.0
[28, 20, 17, 0, 18, 24, 21, 16, 19, 1, 27, 2, 25, 8, 15]	0.0	0.0
[23, 16, 14, 1, 26, 2, 9, 6, 5, 19, 21, 12, 18, 20, 4]	1.9999999998354667e-06	0.0
[12, 8, 28, 3, 16, 18, 14, 1, 26, 19, 21, 5, 17, 29, 25]	9.999999999177334e-07	0.0
[0, 10, 16, 9, 28, 26, 8, 1, 17, 27, 11, 5, 14, 21, 3]	9.999999999177334e-07	0.0
[5, 21, 4, 9, 12, 26, 2, 0, 17, 25, 18, 13, 20, 11, 6]	0.0	1.000000000139778e-06
[11, 6, 13, 21, 24, 15, 2, 3, 16, 23, 5, 8, 18, 20, 0]	1.000000000139778e-06	2.0000000000575113e-06
[29, 15, 17, 28, 7, 3, 4, 16, 12, 10, 26, 8, 13, 22, 6]	1.000000000139778e-06	9.999999999177334e-07
[29, 2, 16, 3, 18, 19, 20, 10, 0, 5, 27, 13, 26, 4, 17]	1.000000000139778e-06	9.999999999177334e-07
[27, 7, 15, 12, 1, 3, 22, 5, 4, 19, 9, 18, 25, 16, 26]	9.999999999177334e-07	2.9999999999752447e-06
[18, 11, 25, 27, 2, 13, 1, 28, 24, 9, 14, 29, 21, 22, 20]	2.0000000000575113e-06	1.000000000139778e-06
[23, 19, 21, 11, 5, 27, 20, 12, 22, 10, 17, 6, 9, 29, 14]	9.999999999177334e-07	0.0
[28, 18, 22, 11, 15, 14, 0, 9, 10, 1, 16, 4, 19, 3, 27]	0.0	1.000000000139778e-06
[22, 25, 2, 9, 21, 27, 26, 14, 6, 16, 4, 5, 1, 8, 7]	9.999999999177334e-07	0.0
[25, 13, 27, 29, 18, 17, 15, 0, 12, 3, 26, 19, 16, 11, 7]	9.999999999177334e-07	9.999999999177334e-07
[27, 10, 13, 21, 0, 15, 5, 12, 29, 3, 18, 1, 16, 6, 19]	0.0	9.999999999177334e-07
[11, 22, 20, 27, 13, 9, 0, 24, 17, 12, 29, 25, 2, 3, 14]	1.000000000139778e-06	0.0
[24, 13, 4, 3, 1, 2, 19, 22, 12, 9, 28, 15, 26, 11, 8]	0.0	9.999999999177334e-07
[11, 24, 3, 2, 10, 22, 0, 8, 14, 20, 28, 25, 26, 12, 16]	2.0000000000575113e-06	0.0
[0, 4, 2, 5, 19, 13, 24, 6, 16, 15, 17, 25, 7, 26, 10]	9.999999999177334e-07	0.0
[18, 12, 20, 28, 26, 9, 3, 16, 17, 2, 29, 27, 21, 8, 0]	2.0000000000575113e-06	9.999999999177334e-07
[8, 6, 4, 9, 24, 7, 3, 14, 17, 13, 16, 18, 27, 23, 2]	9.999999999177334e-07	2.0000000000575113e-06
[0, 19, 7, 20, 27, 10, 18, 9, 13, 14, 25, 24, 5, 2, 17]	1.000000000139778e-06	2.0000000000575113e-06
[18, 15, 23, 10, 19, 11, 9, 3, 22, 1, 28, 7, 20, 26, 17]	9.999999999177334e-07	1.000000000139778e-06
[12, 11, 6, 2, 18, 10, 8, 21, 7, 13, 27, 15, 28, 22, 23]	0.0	1.000000000139778e-06
[22, 5, 9, 1, 26, 0, 17, 25, 18, 4, 15, 27, 3, 24, 16]	0.0	0.0
[23, 14, 18, 1, 7, 8, 6, 12, 22, 29, 21, 19, 28, 17, 4]	1.9999999998354667e-06	0.0
[27, 10, 15, 22, 19, 21, 24, 20, 9, 0, 2, 11, 29, 7, 26]	2.0000000000575113e-06	0.0
[16, 28, 20, 4, 26, 14, 5, 23, 21, 8, 2, 22, 10, 29, 13]	0.0	1.000000000139778e-06
[29, 22, 1, 6, 16, 25, 5, 15, 7, 21, 0, 3, 17, 13, 19]	9.999999999177334e-07	9.999999999177334e-07
[12, 15, 0, 8, 25, 10, 18, 1, 9, 5, 24, 3, 14, 22, 4]	9.999999999177334e-07	1.000000000139778e-06
[20, 11, 3, 15, 24, 4, 10, 5, 26, 14, 7, 8, 0, 22, 2]	1.000000000139778e-06	9.999999999177334e-07
[20, 21, 3, 9, 11, 7, 26, 0, 29, 6, 15, 5, 19, 23, 16]	9.999999999177334e-07	9.999999999177334e-07
[19, 24, 27, 25, 6, 13, 16, 7, 26, 14, 18, 2, 1, 3, 29]	9.999999999177334e-07	0.0
[9, 14, 6, 15, 11, 20, 4, 18, 0, 1, 10, 22, 28, 19, 16]	0.0	9.999999999177334e-07
[8, 28, 26, 3, 2, 0, 1, 27, 7, 20, 29, 25, 10, 4, 23]	1.000000000139778e-06	1.000000000139778e-06
[5, 8, 21, 7, 18, 11, 28, 16, 23, 15, 2, 6, 19, 17, 25]	9.999999999177334e-07	9.999999999177334e-07
[12, 15, 0, 5, 26, 21, 6, 29, 10, 25, 16, 20, 2, 8, 27]	1.000000000139778e-06	9.999999999177334e-07
[3, 14, 15, 22, 19, 27, 25, 12, 24, 20, 4, 9, 26, 17, 1]	0.0	9.999999999177334e-07
[27, 2, 16, 14, 25, 1, 7, 5, 12, 26, 4, 19, 22, 28, 13]	1.9999999998354667e-06	0.0
[1, 3, 24, 29, 12, 4, 8, 11, 28, 25, 13, 15, 6, 16, 21]	9.999999999177334e-07	1.000000000139778e-06
[20, 8, 29, 3, 7, 14, 12, 22, 9, 25, 26, 0, 19, 10, 6]	0.0	9.999999999177334e-07
[27, 13, 10, 1, 28, 22, 23, 9, 5, 8, 17, 12, 3, 29, 4]	1.000000000139778e-06	9.999999999177334e-07
[25, 18, 11, 17, 12, 13, 4, 20, 19, 8, 24, 23, 21, 9, 10]	0.0	0.0
[15, 18, 12, 10, 7, 6, 19, 20, 11, 1, 26, 21, 27, 5, 28]	2.0000000000575113e-06	0.0
[0, 15, 29, 6, 18, 4, 28, 12, 8, 9, 24, 20, 25, 2, 16]	2.0000000000575113e-06	9.999999999177334e-07
[18, 14, 6, 10, 17, 21, 20, 9, 29, 5, 11, 3, 23, 4, 2]	1.000000000139778e-06	9.999999999177334e-07
[24, 26, 15, 10, 23, 12, 16, 8, 21, 14, 5, 13, 0, 1, 27]	0.0	2.0000000000575113e-06
[28, 0, 10, 14, 12, 8, 11, 25, 29, 20, 19, 27, 21, 23, 24]	9.999999999177334e-07	1.000000000139778e-06
[21, 11, 3, 20, 24, 7, 26, 10, 9, 1, 0, 18, 19, 25, 12]	0.0	1.000000000139778e-06
[21, 4, 9, 7, 16, 10, 13, 8, 18, 2, 22, 29, 1, 12, 23]	1.000000000139778e-06	0.0
[11, 17, 19, 8, 22, 15, 4, 28, 24, 2, 6, 0, 3, 16, 10]	9.999999999177334e-07	1.000000000139778e-06
[12, 11, 0, 3, 22, 1, 17, 27, 10, 5, 4, 24, 26, 2, 9]	2.0000000000575113e-06	0.0
[24, 15, 20, 18, 19, 3, 9, 6, 8, 16, 7, 4, 10, 1, 26]	2.0000000000575113e-06	9.999999999177334e-07
[0, 28, 27, 16, 15, 23, 26, 10, 20, 12, 7, 13, 4, 17, 6]	2.0000000000575113e-06	2.1000000000048757e-05
[28, 4, 9, 11, 12, 26, 10, 15, 19, 21, 20, 2, 27, 23, 17]	1.000000000139778e-06	0.0
[23, 25, 7, 20, 19, 2, 5, 1, 0, 21, 10, 11, 4, 29, 16]	1.000000000139778e-06	1.000000000139778e-06
[29, 26, 14, 17, 23, 16, 7, 24, 21, 2, 20, 11, 13, 10, 12]	0.0	2.0000000000575113e-06
[23, 18, 11, 28, 9, 19, 4, 2, 1, 5, 26, 13, 8, 7, 16]	1.000000000139778e-06	1.000000000139778e-06
[10, 13, 19, 23, 11, 8, 24, 22, 14, 26, 1, 15, 17, 29, 6]	0.0	2.0000000000575113e-06
[1, 5, 10, 27, 13, 11, 8, 6, 3, 24, 19, 9, 12, 7, 4]	9.999999999177334e-07	0.0
[15, 23, 1, 27, 18, 10, 7, 16, 12, 3, 2, 8, 14, 22, 4]	0.0	0.0
[7, 14, 27, 25, 15, 26, 6, 29, 17, 3, 13, 5, 18, 10, 2]	2.0000000000575113e-06	0.0
[12, 8, 13, 18, 17, 28, 5, 26, 20, 25, 27, 15, 21, 24, 22]	9.999999999177334e-07	9.999999999177334e-07
[14, 21, 28, 20, 9, 5, 16, 25, 0, 6, 26, 7, 18, 17, 27]	0.0	9.999999999177334e-07
[20, 0, 26, 29, 1, 24, 27, 16, 22, 18, 6, 14, 13, 2, 12]	1.000000000139778e-06	9.999999999177334e-07
[4, 12, 14, 11, 7, 18, 24, 10, 17, 29, 15, 9, 1, 26, 2]	1.9999999998354667e-06	0.0
[29, 2, 26, 21, 18, 5, 4, 13, 24, 23, 9, 11, 16, 10, 7]	9.999999999177334e-07	9.999999999177334e-07
[8, 21, 15, 29, 7, 19, 24, 17, 10, 3, 18, 9, 6, 4, 13]	9.999999999177334e-07	0.0
[3, 23, 0, 27, 5, 21, 15, 16, 22, 20, 11, 13, 24, 10, 4]	1.000000000139778e-06	1.000000000139778e-06
[3, 5, 17, 23, 0, 21, 14, 11, 25, 15, 9, 2, 10, 26, 4]	1.000000000139778e-06	9.999999999177334e-07
[22, 26, 5, 10, 28, 25, 16, 4, 13, 17, 9, 18, 21, 1, 23]	9.999999999177334e-07	1.000000000139778e-06
[22, 14, 8, 24, 5, 7, 1, 27, 23, 18, 16, 26, 11, 13, 25]	1.000000000139778e-06	2.0000000000575113e-06
[0, 6, 1, 13, 22, 24, 18, 26, 21, 4, 5, 7, 28, 15, 25]	0.0	2.0000000000575113e-06
[21, 4, 14, 19, 5, 2, 11, 16, 23, 27, 7, 22, 6, 3, 9]	9.999999999177334e-07	1.000000000139778e-06
[10, 11, 22, 5, 28, 27, 16, 2, 9, 12, 19, 13, 23, 25, 29]	1.000000000139778e-06	9.999999999177334e-07
[6, 29, 4, 22, 23, 10, 19, 11, 1, 20, 8, 3, 13, 5, 14]	9.999999999177334e-07	1.000000000139778e-06
[9, 10, 12, 8, 17, 4, 7, 16, 29, 23, 27, 22, 6, 19, 3]	0.0	9.999999999177334e-07
[18, 2, 5, 22, 17, 13, 11, 16, 19, 24, 15, 25, 6, 14, 0]	9.999999999177334e-07	9.999999999177334e-07
[27, 23, 6, 29, 12, 13, 24, 4, 17, 0, 11, 8, 19, 2, 9]	9.999999999177334e-07	1.000000000139778e-06
[25, 1, 22, 8, 9, 19, 5, 21, 17, 0, 23, 20, 4, 12, 29]	9.999999999177334e-07	9.999999999177334e-07
[14, 23, 26, 2, 15, 6, 3, 20, 12, 21, 27, 24, 16, 10, 1]	2.0000000000575113e-06	0.0
[15, 10, 16, 5, 22, 23, 28, 0, 29, 26, 9, 21, 25, 6, 24]	0.0	9.999999999177334e-07
[7, 9, 11, 5, 2, 23, 8, 3, 27, 1, 15, 29, 22, 18, 20]	0.0	9.999999999177334e-07
[19, 3, 27, 12, 4, 5, 23, 6, 1, 13, 18, 14, 9, 17, 15]	1.000000000139778e-06	0.0
[0, 9, 28, 11, 2, 14, 21, 10, 19, 5, 27, 4, 29, 16, 23]	0.0	0.0
[13, 9, 3, 20, 25, 5, 22, 26, 23, 19, 7, 15, 24, 11, 16]	9.999999999177334e-07	1.000000000139778e-06
[2, 17, 23, 4, 16, 22, 10, 14, 18, 24, 25, 6, 20, 19, 28]	9.999999999177334e-07	1.000000000139778e-06
[7, 10, 22, 24, 23, 29, 5, 19, 3, 25, 28, 1, 15, 9, 4]	0.0	1.000000000139778e-06
[28, 11, 25, 16, 9, 12, 24, 15, 29, 4, 1, 8, 3, 26, 23]	9.999999999177334e-07	9.999999999177334e-07
[1, 14, 15, 24, 2, 19, 28, 6, 26, 5, 29, 13, 20, 16, 8]	9.999999999177334e-07	0.0
[15, 23, 9, 0, 16, 13, 5, 19, 29, 25, 24, 28, 14, 6, 26]	1.000000000139778e-06	0.0
[1, 19, 14, 28, 17, 8, 23, 7, 18, 29, 12, 13, 16, 26, 10]	1.9999999998354667e-06	1.000000000139778e-06
[5, 23, 0, 20, 6, 27, 3, 22, 15, 17, 14, 8, 18, 29, 21]	9.999999999177334e-07	0.0
[16, 11, 2, 24, 0, 17, 7, 15, 14, 5, 12, 13, 6, 21, 26]	9.999999999177334e-07	1.000000000139778e-06
[12, 14, 4, 29, 10, 28, 0, 2, 9, 23, 24, 18, 19, 5, 16]	1.000000000139778e-06	1.000000000139778e-06
[3, 20, 7, 0, 14, 9, 2, 19, 24, 28, 10, 12, 4, 15, 27]	2.0000000000575113e-06	0.0
[28, 20, 13, 4, 9, 10, 24, 7, 16, 11, 23, 2, 8, 26, 21]	0.0	0.0
[18, 5, 9, 24, 4, 23, 22, 1, 14, 21, 27, 19, 16, 15, 25]	0.0	2.0000000000575113e-06
[4, 1, 16, 14, 21, 10, 28, 26, 25, 12, 9, 13, 29, 2, 3]	0.0	9.999999999177334e-07
[26, 2, 4, 29, 19, 6, 18, 3, 23, 24, 27, 8, 10, 0, 20]	1.000000000139778e-06	0.0
[10, 4, 14, 25, 24, 20, 23, 28, 16, 9, 22, 21, 18, 19, 27]	0.0	0.0
[9, 4, 17, 26, 21, 23, 22, 27, 13, 18, 5, 15, 8, 16, 25]	0.0	9.999999999177334e-07
[27, 5, 4, 3, 24, 17, 9, 25, 15, 7, 18, 23, 11, 6, 20]	9.999999999177334e-07	9.999999999177334e-07
[13, 14, 6, 11, 2, 21, 8, 9, 4, 18, 23, 0, 24, 19, 3]	0.0	9.999999999177334e-07
[3, 28, 8, 23, 5, 15, 2, 4, 24, 11, 21, 6, 16, 0, 17]	9.999999999177334e-07	0.0
[5, 8, 3, 1, 2, 29, 21, 10, 11, 0, 28, 17, 6, 12, 24]	0.0	9.999999999177334e-07
[22, 27, 20, 9, 16, 29, 21, 24, 19, 5, 7, 3, 2, 12, 0]	9.999999999177334e-07	1.000000000139778e-06
[9, 15, 4, 18, 5, 23, 17, 7, 0, 8, 25, 20, 22, 16, 29]	0.0	1.000000000139778e-06
[23, 27, 17, 5, 12, 15, 21, 2, 11, 26, 3, 28, 19, 10, 22]	2.0000000000575113e-06	0.0
[23, 16, 1, 6, 25, 0, 22, 29, 9, 4, 24, 2, 12, 21, 19]	1.000000000139778e-06	9.999999999177334e-07
[5, 19, 13, 21, 14, 28, 25, 3, 6, 8, 16, 9, 23, 20, 15]	2.0000000000575113e-06	0.0
[14, 12, 23, 13, 10, 7, 24, 19, 2, 26, 25, 28, 9, 3, 15]	0.0	0.0
[21, 24, 1, 16, 20, 26, 5, 2, 22, 6, 11, 23, 8, 3, 15]	9.999999999177334e-07	2.0000000000575113e-06
[28, 14, 23, 20, 4, 6, 16, 29, 7, 3, 18, 26, 21, 5, 24]	9.999999999177334e-07	1.9999999998354667e-06
[23, 1, 13, 4, 26, 27, 22, 0, 29, 11, 20, 10, 16, 17, 9]	0.0	0.0
[18, 15, 28, 3, 22, 26, 12, 23, 8, 24, 6, 10, 5, 20, 14]	2.0000000000575113e-06	0.0
[29, 28, 7, 26, 22, 19, 18, 17, 25, 13, 4, 20, 16, 0, 11]	2.0000000000575113e-06	0.0
[20, 24, 2, 16, 22, 19, 9, 5, 26, 18, 8, 12, 1, 27, 29]	0.0	9.999999999177334e-07
[27, 22, 15, 20, 26, 0, 12, 24, 25, 29, 13, 7, 11, 5, 23]	9.999999999177334e-07	2.0000000000575113e-06
[7, 12, 23, 13, 9, 10, 29, 1, 15, 3, 17, 18, 11, 2, 5]	1.000000000139778e-06	9.999999999177334e-07
[20, 9, 12, 8, 10, 7, 28, 27, 25, 19, 24, 13, 26, 11, 3]	9.999999999177334e-07	0.0
[21, 11, 3, 27, 29, 19, 13, 7, 24, 9, 17, 0, 16, 8, 22]	9.999999999177334e-07	0.0
[13, 5, 7, 26, 10, 2, 21, 12, 25, 17, 1, 4, 27, 16, 6]	1.000000000139778e-06	0.0
[21, 25, 17, 2, 12, 8, 14, 3, 10, 19, 13, 28, 16, 9, 15]	1.000000000139778e-06	9.999999999177334e-07
[7, 26, 27, 29, 24, 22, 20, 14, 12, 2, 11, 5, 8, 17, 15]	0.0	9.999999999177334e-07
[28, 0, 3, 25, 20, 6, 21, 24, 14, 12, 15, 4, 19, 18, 26]	9.999999999177334e-07	0.0
[10, 14, 24, 26, 22, 9, 20, 6, 5, 13, 11, 4, 28, 2, 15]	0.0	9.999999999177334e-07
[7, 11, 27, 0, 12, 10, 1, 14, 18, 6, 21, 4, 3, 5, 19]	2.0000000000575113e-06	0.0
[29, 12, 5, 6, 25, 1, 8, 11, 16, 9, 28, 2, 13, 23, 14]	9.999999999177334e-07	9.999999999177334e-07
[17, 24, 6, 9, 11, 21, 8, 15, 16, 13, 10, 5, 26, 25, 28]	2.0000000000575113e-06	9.999999999177334e-07
[19, 26, 10, 20, 25, 28, 21, 5, 1, 13, 0, 9, 18, 11, 7]	2.0000000000575113e-06	0.0
[7, 19, 17, 18, 26, 10, 15, 16, 3, 12, 22, 8, 20, 24, 13]	1.000000000139778e-06	1.000000000139778e-06
[26, 4, 23, 20, 19, 11, 14, 25, 29, 5, 0, 10, 6, 24, 9]	0.0	2.0000000000575113e-06
[17, 13, 18, 27, 24, 29, 19, 14, 15, 25, 11, 12, 10, 3, 7]	0.0	2.0000000000575113e-06
[16, 28, 11, 10, 8, 26, 0, 3, 2, 19, 13, 20, 14, 9, 24]	9.999999999177334e-07	1.000000000139778e-06
[11, 3, 1, 23, 28, 8, 20, 10, 4, 2, 26, 21, 16, 13, 19]	0.0	0.0
[29, 5, 6, 24, 17, 15, 11, 8, 0, 19, 28, 21, 25, 16, 9]	0.0	9.999999999177334e-07
[26, 29, 7, 2, 6, 9, 23, 17, 8, 16, 22, 18, 25, 15, 10]	1.9999999998354667e-06	0.0
[25, 26, 24, 16, 11, 15, 9, 3, 20, 21, 6, 23, 29, 12, 18]	9.999999999177334e-07	0.0
[29, 7, 27, 22, 2, 10, 13, 18, 6, 8, 19, 20, 9, 15, 12]	2.0000000000575113e-06	0.0
[2, 7, 6, 1, 17, 5, 20, 3, 28, 9, 0, 22, 25, 29, 13]	9.999999999177334e-07	0.0
[27, 8, 7, 24, 28, 21, 11, 9, 17, 14, 13, 23, 20, 6, 19]	1.000000000139778e-06	9.999999999177334e-07
[3, 18, 28, 29, 15, 9, 21, 17, 22, 26, 6, 10, 24, 2, 27]	0.0	1.000000000139778e-06
[3, 10, 1, 23, 15, 11, 4, 17, 25, 14, 6, 24, 21, 27, 7]	9.999999999177334e-07	9.999999999177334e-07
[1, 11, 5, 12, 27, 20, 22, 9, 7, 6, 28, 13, 23, 15, 21]	0.0	0.0
[26, 3, 9, 17, 1, 28, 13, 16, 21, 4, 10, 7, 22, 18, 27]	1.000000000139778e-06	0.0
[29, 26, 28, 20, 11, 18, 4, 14, 5, 6, 25, 9, 3, 1, 16]	1.000000000139778e-06	9.999999999177334e-07
[27, 9, 20, 29, 24, 11, 7, 22, 0, 21, 5, 28, 17, 2, 4]	1.000000000139778e-06	2.0000000000575113e-06
[17, 19, 21, 9, 10, 15, 8, 23, 7, 5, 24, 27, 3, 14, 26]	0.0	9.999999999177334e-07
[5, 2, 3, 27, 18, 21, 8, 1, 19, 7, 15, 17, 22, 23, 20]	0.0	1.000000000139778e-06
[6, 11, 29, 23, 24, 14, 1, 15, 0, 17, 21, 13, 25, 22, 12]	1.9999999998354667e-06	9.999999999177334e-07
[2, 16, 3, 24, 4, 28, 7, 8, 10, 12, 20, 1, 21, 5, 27]	0.0	0.0
[15, 4, 27, 23, 16, 26, 2, 28, 14, 7, 1, 22, 9, 24, 29]	1.000000000139778e-06	9.999999999177334e-07
[25, 19, 15, 5, 11, 21, 13, 2, 20, 26, 3, 6, 12, 1, 17]	0.0	9.999999999177334e-07
[11, 17, 22, 8, 6, 1, 2, 23, 9, 26, 10, 28, 13, 14, 3]	9.999999999177334e-07	0.0
[23, 6, 17, 15, 24, 22, 26, 18, 12, 16, 3, 27, 0, 13, 2]	1.000000000139778e-06	1.000000000139778e-06
[21, 14, 13, 10, 15, 3, 0, 25, 8, 20, 26, 27, 17, 11, 23]	1.9999999998354667e-06	9.999999999177334e-07
[29, 12, 7, 25, 21, 19, 9, 17, 3, 20, 27, 23, 16, 18, 2]	0.0	0.0
[9, 10, 21, 4, 8, 27, 1, 28, 24, 19, 3, 7, 16, 12, 5]	0.0	9.999999999177334e-07
[9, 18, 25, 12, 5, 24, 2, 8, 11, 3, 15, 21, 13, 22, 17]	0.0	9.999999999177334e-07
[20, 6, 25, 23, 5, 10, 22, 12, 28, 19, 9, 21, 1, 26, 11]	1.000000000139778e-06	0.0
[1, 13, 7, 2, 22, 14, 9, 8, 16, 24, 6, 29, 15, 21, 19]	9.999999999177334e-07	9.999999999177334e-07
[2, 14, 13, 25, 22, 24, 12, 20, 15, 19, 23, 17, 5, 16, 0]	9.999999999177334e-07	1.000000000139778e-06
[10, 1, 4, 8, 21, 22, 12, 14, 13, 5, 27, 3, 9, 29, 16]	0.0	0.0
[13, 6, 23, 12, 4, 24, 19, 14, 11, 22, 2, 5, 7, 25, 9]	0.0	2.0000000000575113e-06
[25, 6, 7, 1, 17, 21, 26, 23, 13, 15, 9, 8, 20, 22, 11]	0.0	1.9999999998354667e-06
[11, 5, 15, 27, 0, 2, 22, 17, 4, 21, 12, 13, 8, 14, 1]	9.999999999177334e-07	9.999999999177334e-07
[27, 14, 28, 3, 8, 9, 25, 23, 7, 24, 17, 22, 19, 4, 2]	9.999999999177334e-07	2.0000000000575113e-06
[23, 29, 15, 13, 18, 5, 0, 7, 6, 1, 3, 16, 24, 10, 21]	0.0	2.0000000000575113e-06
[15, 3, 22, 25, 28, 12, 16, 9, 1, 17, 11, 10, 6, 26, 27]	0.0	9.999999999177334e-07
[18, 5, 21, 28, 15, 22, 11, 25, 3, 14, 7, 0, 19, 13, 10]	9.999999999177334e-07	9.999999999177334e-07
[16, 9, 17, 19, 26, 24, 1, 4, 25, 18, 13, 15, 6, 12, 0]	9.999999999177334e-07	0.0
[7, 11, 17, 21, 28, 2, 16, 22, 29, 13, 24, 10, 12, 23, 25]	9.999999999177334e-07	0.0
[24, 21, 27, 26, 19, 2, 20, 18, 0, 17, 12, 4, 10, 22, 6]	0.0	1.000000000139778e-06
[5, 20, 9, 21, 15, 27, 4, 11, 3, 18, 19, 14, 12, 2, 22]	9.999999999177334e-07	9.999999999177334e-07
[22, 0, 12, 15, 21, 20, 6, 13, 7, 1, 26, 27, 25, 10, 5]	0.0	2.0000000000575113e-06
[29, 13, 28, 15, 19, 6, 11, 17, 9, 25, 22, 12, 18, 8, 24]	9.999999999177334e-07	9.999999999177334e-07
[21, 25, 14, 10, 6, 12, 18, 24, 19, 22, 15, 20, 26, 13, 3]	1.000000000139778e-06	0.0
[6, 11, 8, 26, 14, 29, 18, 9, 5, 19, 0, 22, 24, 1, 4]	1.000000000139778e-06	9.999999999177334e-07
[6, 16, 7, 29, 9, 15, 0, 4, 5, 20, 24, 2, 12, 11, 26]	1.9999999998354667e-06	0.0
[9, 13, 27, 19, 1, 5, 15, 28, 11, 3, 4, 29, 22, 18, 17]	0.0	2.0000000000575113e-06
[21, 28, 26, 25, 9, 11, 4, 17, 0, 29, 1, 7, 12, 20, 13]	9.999999999177334e-07	2.0000000000575113e-06
[7, 29, 9, 22, 5, 1, 12, 25, 24, 13, 26, 18, 2, 21, 4]	0.0	9.999999999177334e-07
[22, 20, 15, 12, 0, 29, 3, 28, 23, 24, 19, 9, 11, 13, 17]	9.999999999177334e-07	0.0
[13, 2, 6, 7, 5, 25, 17, 8, 22, 20, 19, 21, 15, 10, 4]	2.0000000000575113e-06	1.000000000139778e-06
[13, 16, 24, 5, 4, 27, 15, 25, 9, 22, 18, 1, 17, 21, 6]	9.999999999177334e-07	0.0
[3, 5, 10, 8, 23, 0, 6, 26, 16, 19, 28, 12, 27, 18, 15]	1.000000000139778e-06	0.0
[10, 0, 2, 4, 5, 19, 12, 26, 21, 25, 3, 15, 18, 8, 13]	0.0	9.999999999177334e-07
[12, 27, 9, 4, 18, 22, 29, 14, 13, 17, 24, 2, 6, 3, 11]	0.0	2.0000000000575113e-06
[7, 0, 11, 19, 3, 26, 5, 22, 13, 29, 2, 8, 28, 15, 12]	9.999999999177334e-07	1.000000000139778e-06
[17, 21, 19, 28, 2, 11, 6, 13, 15, 7, 24, 18, 3, 14, 26]	0.0	9.999999999177334e-07
[14, 19, 15, 23, 21, 22, 8, 3, 13, 29, 6, 11, 24, 18, 27]	9.999999999177334e-07	0.0
[3, 20, 23, 9, 15, 19, 10, 12, 4, 2, 0, 17, 8, 25, 27]	1.000000000139778e-06	9.999999999177334e-07
[20, 23, 0, 2, 11, 8, 1, 9, 16, 14, 19, 13, 21, 28, 18]	0.0	0.0
[4, 27, 0, 10, 12, 11, 23, 20, 7, 29, 2, 18, 3, 26, 5]	9.999999999177334e-07	0.0
[16, 3, 18, 22, 15, 2, 20, 19, 28, 25, 14, 1, 27, 5, 6]	1.000000000139778e-06	1.000000000139778e-06
[0, 6, 25, 13, 15, 18, 16, 11, 5, 7, 1, 20, 27, 14, 23]	9.999999999177334e-07	1.000000000139778e-06
[6, 9, 2, 26, 17, 15, 8, 16, 29, 11, 21, 12, 10, 19, 14]	0.0	1.9999999998354667e-06
[11, 20, 7, 8, 16, 28, 13, 14, 22, 27, 0, 5, 21, 26, 15]	0.0	9.999999999177334e-07
[26, 9, 20, 21, 4, 22, 7, 18, 12, 8, 10, 29, 17, 3, 25]	2.0000000000575113e-06	0.0
[3, 19, 10, 27, 16, 14, 21, 1, 15, 18, 28, 2, 4, 5, 24]	9.999999999177334e-07	0.0
