A	T_merge	T_heap
[29, 18, 26, 23, 20, 12, 17, 1, 10, 5, 16, 0, 25, 2, 28]	1.4999999999876223e-05	7.900000000016227e-05
[14, 20, 26, 12, 6, 9, 2, 13, 16, 25, 24, 21, 17, 1, 18]	9.900000000007125e-05	2.4999999999941735e-05
[22, 1, 13, 25, 5, 16, 0, 20, 26, 17, 28, 15, 29, 8, 19]	1.999999999990898e-05	1.7999999999851468e-05
[26, 7, 18, 22, 23, 28, 3, 2, 12, 4, 1, 8, 16, 10, 5]	1.6999999999933735e-05	1.1999999999900979e-05
[9, 24, 16, 12, 28, 11, 19, 29, 20, 2, 15, 14, 22, 18, 10]	2.599999999985947e-05	3.4000000000089514e-05
[22, 0, 14, 11, 2, 23, 26, 24, 28, 12, 18, 4, 9, 5, 7]	3.500000000000725e-05	1.8999999999991246e-05
[8, 18, 20, 14, 9, 21, 24, 23, 15, 10, 7, 12, 11, 25, 4]	2.1000000000048757e-05	1.0999999999983245e-05
[1, 29, 0, 7, 4, 12, 3, 6, 18, 11, 5, 8, 17, 2, 24]	1.2000000000123023e-05	2.1000000000048757e-05
[26, 10, 24, 3, 19, 8, 17, 29, 18, 28, 0, 27, 4, 25, 21]	1.399999999995849e-05	1.8000000000073513e-05
[23, 10, 11, 22, 28, 16, 7, 17, 2, 19, 27, 8, 29, 24, 6]	1.6000000000016e-05	8.000000000008e-06
[13, 14, 18, 28, 22, 24, 16, 23, 11, 10, 8, 25, 19, 3, 17]	1.1999999999900979e-05	1.1999999999900979e-05
[29, 8, 4, 0, 13, 1, 16, 25, 22, 19, 18, 24, 3, 26, 5]	1.1999999999900979e-05	9.999999999843467e-06
[12, 20, 22, 7, 1, 29, 11, 19, 18, 24, 0, 26, 14, 15, 13]	1.2000000000123023e-05	1.8000000000073513e-05
[25, 10, 9, 17, 4, 3, 1, 5, 13, 22, 24, 21, 27, 18, 20]	1.1999999999900979e-05	2.300000000010627e-05
[14, 9, 20, 8, 2, 12, 13, 28, 25, 11, 23, 29, 5, 22, 15]	1.2000000000123023e-05	1.3000000000040757e-05
[5, 9, 21, 26, 24, 29, 1, 11, 28, 18, 16, 14, 3, 19, 15]	1.6999999999933735e-05	1.399999999995849e-05
[16, 15, 29, 7, 3, 4, 17, 19, 8, 20, 25, 11, 14, 2, 9]	1.6999999999933735e-05	1.5000000000098268e-05
[0, 1, 23, 29, 5, 19, 22, 27, 14, 9, 13, 10, 24, 11, 2]	1.5000000000098268e-05	1.3000000000040757e-05
[10, 21, 12, 23, 18, 17, 26, 28, 24, 0, 14, 6, 2, 15, 7]	1.2000000000123023e-05	1.1999999999900979e-05
[3, 19, 24, 14, 23, 5, 2, 20, 26, 8, 10, 28, 27, 0, 1]	1.6000000000016e-05	1.5999999999793957e-05
[7, 21, 15, 18, 4, 25, 2, 29, 27, 23, 24, 1, 12, 28, 22]	2.799999999991698e-05	1.2000000000123023e-05
[0, 17, 4, 7, 9, 19, 27, 18, 16, 12, 29, 23, 21, 25, 2]	1.0999999999983245e-05	1.999999999990898e-05
[15, 26, 29, 18, 24, 11, 13, 7, 22, 5, 20, 12, 23, 3, 17]	9.000000000147779e-06	1.999999999990898e-05
[2, 9, 11, 6, 5, 24, 21, 17, 16, 0, 10, 18, 20, 8, 4]	1.1999999999900979e-05	1.0999999999983245e-05
[21, 20, 8, 24, 12, 14, 9, 4, 0, 2, 16, 27, 23, 6, 5]	1.4999999999876223e-05	1.0999999999983245e-05
[26, 28, 10, 3, 14, 0, 16, 19, 4, 1, 29, 9, 7, 11, 8]	8.000000000008e-06	1.399999999995849e-05
[4, 26, 19, 9, 13, 28, 11, 15, 21, 20, 29, 25, 0, 16, 7]	1.0999999999983245e-05	1.3000000000040757e-05
[5, 21, 20, 25, 14, 3, 29, 17, 16, 2, 19, 15, 12, 18, 28]	1.2000000000123023e-05	1.0999999999983245e-05
[20, 4, 3, 11, 26, 25, 24, 28, 16, 13, 1, 2, 17, 27, 14]	1.399999999995849e-05	1.0000000000065512e-05
[28, 5, 29, 15, 27, 26, 11, 16, 12, 0, 19, 24, 3, 8, 21]	1.3000000000040757e-05	1.0000000000065512e-05
[8, 26, 25, 6, 27, 9, 4, 3, 20, 5, 18, 1, 21, 14, 13]	8.999999999925734e-06	9.999999999843467e-06
[9, 15, 25, 18, 24, 23, 17, 10, 6, 5, 14, 1, 29, 27, 13]	1.0999999999983245e-05	1.0999999999983245e-05
[16, 27, 9, 15, 13, 7, 25, 14, 24, 10, 23, 6, 19, 20, 1]	1.6999999999933735e-05	1.2000000000123023e-05
[2, 10, 25, 20, 6, 29, 1, 9, 24, 22, 16, 19, 15, 3, 13]	1.2000000000123023e-05	1.0999999999983245e-05
[21, 5, 10, 26, 20, 17, 9, 15, 1, 22, 4, 18, 12, 0, 27]	1.8999999999991246e-05	9.000000000147779e-06
[22, 10, 20, 13, 14, 26, 27, 17, 3, 28, 4, 15, 12, 11, 0]	1.0999999999983245e-05	1.399999999995849e-05
[9, 3, 1, 22, 19, 10, 2, 29, 16, 0, 12, 18, 21, 25, 14]	2.4000000000024002e-05	1.7999999999851468e-05
[12, 3, 0, 11, 20, 9, 27, 22, 17, 26, 14, 25, 16, 15, 10]	9.000000000147779e-06	7.000000000090267e-06
[29, 20, 8, 21, 4, 18, 7, 11, 6, 3, 16, 14, 23, 25, 12]	8.999999999925734e-06	8.999999999925734e-06
[5, 26, 13, 20, 1, 9, 23, 18, 21, 17, 12, 3, 24, 15, 28]	1.0000000000065512e-05	1.0999999999983245e-05
[23, 11, 27, 21, 6, 1, 13, 17, 9, 29, 15, 28, 26, 20, 16]	1.399999999995849e-05	9.999999999843467e-06
[9, 28, 3, 29, 21, 22, 12, 25, 24, 4, 2, 0, 23, 19, 1]	1.5000000000098268e-05	1.8000000000073513e-05
[11, 10, 27, 7, 5, 15, 26, 17, 25, 12, 14, 2, 23, 19, 20]	2.799999999991698e-05	2.999999999997449e-05
[6, 25, 22, 3, 17, 0, 26, 28, 8, 11, 9, 15, 10, 29, 5]	1.5000000000098268e-05	1.6000000000016e-05
[17, 11, 2, 19, 9, 7, 29, 26, 27, 14, 3, 28, 0, 16, 18]	1.399999999995849e-05	1.5000000000098268e-05
[25, 6, 15, 17, 24, 11, 13, 7, 3, 26, 5, 19, 16, 8, 9]	1.0999999999983245e-05	1.5000000000098268e-05
[12, 23, 14, 16, 28, 5, 27, 8, 17, 6, 9, 10, 26, 19, 15]	8.000000000008e-06	1.0000000000065512e-05
[21, 19, 16, 26, 12, 10, 25, 22, 14, 6, 20, 27, 29, 0, 8]	1.3000000000040757e-05	9.000000000147779e-06
[2, 6, 24, 15, 28, 19, 10, 5, 13, 8, 29, 9, 23, 25, 14]	1.5000000000098268e-05	8.999999999925734e-06
[20, 19, 25, 12, 14, 27, 29, 28, 16, 10, 13, 9, 21, 15, 3]	1.399999999995849e-05	1.3000000000040757e-05
[9, 13, 27, 26, 3, 0, 6, 14, 29, 4, 18, 20, 8, 19, 11]	1.2999999999818712e-05	1.0000000000065512e-05
[13, 24, 28, 3, 6, 1, 29, 19, 17, 12, 10, 21, 27, 7, 5]	1.399999999995849e-05	1.8999999999991246e-05
[3, 11, 16, 25, 12, 27, 22, 15, 29, 1, 17, 21, 10, 7, 28]	1.1999999999900979e-05	1.4000000000180535e-05
[26, 7, 13, 17, 0, 10, 15, 14, 3, 6, 25, 21, 9, 2, 27]	1.3000000000040757e-05	1.5999999999793957e-05
[13, 6, 12, 2, 27, 4, 8, 28, 14, 24, 15, 26, 17, 20, 10]	2.4000000000024002e-05	3.700000000006476e-05
[10, 24, 23, 29, 27, 20, 22, 19, 12, 9, 13, 18, 14, 5, 11]	2.300000000010627e-05	3.900000000012227e-05
[18, 17, 1, 0, 7, 8, 26, 29, 14, 11, 4, 3, 23, 22, 13]	2.199999999996649e-05	2.799999999991698e-05
[28, 23, 17, 2, 6, 13, 12, 9, 24, 8, 3, 11, 26, 16, 18]	1.700000000015578e-05	1.1999999999900979e-05
[27, 17, 15, 12, 18, 25, 11, 22, 16, 20, 1, 28, 8, 2, 9]	2.6000000000081513e-05	2.0999999999826713e-05
[10, 15, 9, 21, 11, 25, 7, 6, 2, 13, 14, 23, 17, 28, 12]	1.8000000000073513e-05	2.6999999999999247e-05
[15, 29, 28, 22, 8, 19, 13, 9, 5, 17, 1, 23, 4, 20, 3]	2.2999999999884224e-05	1.6000000000016e-05
[23, 19, 28, 29, 9, 3, 6, 25, 11, 2, 22, 14, 5, 0, 26]	1.6000000000016e-05	1.1999999999900979e-05
[21, 5, 25, 23, 9, 6, 11, 4, 15, 3, 7, 29, 14, 17, 10]	2.6999999999999247e-05	1.1999999999900979e-05
[28, 19, 16, 8, 15, 18, 13, 22, 26, 4, 3, 21, 5, 1, 12]	1.1999999999900979e-05	1.3000000000040757e-05
[0, 7, 1, 22, 15, 28, 6, 18, 26, 17, 4, 13, 19, 11, 2]	1.3000000000040757e-05	1.5000000000098268e-05
[1, 21, 4, 10, 18, 15, 27, 7, 9, 11, 14, 25, 20, 19, 12]	1.6000000000016e-05	3.999999999981796e-05
[11, 28, 19, 25, 2, 0, 18, 24, 5, 1, 6, 9, 3, 22, 27]	3.2999999999949736e-05	1.8000000000073513e-05
[0, 7, 27, 18, 11, 12, 26, 10, 19, 8, 16, 15, 4, 14, 28]	1.6999999999933735e-05	1.399999999995849e-05
[8, 14, 16, 11, 7, 29, 28, 20, 27, 23, 19, 4, 9, 15, 25]	1.3000000000040757e-05	1.5000000000098268e-05
[26, 15, 23, 22, 2, 5, 29, 9, 1, 8, 14, 7, 25, 10, 17]	1.5000000000098268e-05	1.6000000000016e-05
[10, 27, 1, 15, 28, 7, 5, 11, 6, 2, 3, 9, 23, 20, 13]	1.5000000000098268e-05	1.3000000000040757e-05
[13, 7, 4, 5, 24, 26, 23, 11, 10, 28, 20, 15, 9, 1, 21]	1.0999999999983245e-05	1.4000000000180535e-05
[28, 29, 0, 5, 10, 8, 22, 14, 24, 27, 7, 20, 9, 23, 18]	1.399999999995849e-05	1.5000000000098268e-05
[2, 18, 28, 15, 10, 0, 5, 13, 1, 23, 8, 27, 26, 19, 22]	1.399999999995849e-05	1.6999999999933735e-05
[27, 1, 17, 10, 13, 24, 26, 19, 3, 28, 11, 6, 5, 7, 25]	1.3000000000040757e-05	1.399999999995849e-05
[10, 21, 28, 5, 9, 13, 6, 23, 0, 27, 16, 3, 15, 1, 7]	1.1999999999900979e-05	1.399999999995849e-05
[28, 7, 1, 25, 2, 21, 11, 26, 18, 12, 23, 16, 15, 22, 9]	7.299999999998974e-05	5.6000000000056005e-05
[5, 7, 20, 8, 21, 13, 19, 25, 1, 10, 22, 11, 12, 15, 2]	1.6999999999933735e-05	1.5000000000098268e-05
[9, 28, 5, 3, 20, 4, 0, 23, 2, 27, 8, 13, 7, 21, 16]	1.3000000000040757e-05	2.6999999999999247e-05
[3, 13, 27, 20, 24, 4, 6, 28, 22, 2, 5, 9, 16, 17, 12]	1.6999999999933735e-05	1.2999999999818712e-05
[13, 23, 4, 28, 18, 22, 19, 20, 14, 26, 25, 1, 11, 16, 9]	1.3000000000040757e-05	1.2000000000123023e-05
[25, 8, 26, 24, 12, 19, 27, 23, 28, 20, 16, 4, 6, 17, 18]	1.4999999999876223e-05	1.399999999995849e-05
[14, 19, 3, 17, 29, 23, 5, 28, 2, 15, 12, 22, 13, 20, 27]	1.3000000000040757e-05	1.399999999995849e-05
[8, 3, 26, 16, 7, 5, 23, 20, 12, 1, 21, 2, 27, 29, 22]	1.0999999999983245e-05	1.3000000000040757e-05
[19, 17, 15, 27, 29, 23, 2, 13, 18, 7, 14, 3, 6, 22, 16]	1.399999999995849e-05	1.4999999999876223e-05
[29, 4, 13, 25, 23, 16, 3, 28, 21, 18, 20, 19, 1, 12, 14]	1.4999999999876223e-05	1.4000000000180535e-05
[19, 23, 17, 3, 25, 10, 7, 20, 11, 15, 16, 14, 1, 21, 9]	1.4000000000180535e-05	1.8000000000073513e-05
[20, 22, 3, 21, 26, 16, 23, 5, 12, 14, 18, 19, 29, 15, 6]	1.3000000000040757e-05	1.5000000000098268e-05
[21, 27, 22, 5, 23, 6, 28, 24, 1, 15, 26, 0, 14, 16, 2]	1.6000000000016e-05	1.8999999999991246e-05
[9, 8, 15, 21, 5, 23, 19, 14, 29, 2, 16, 28, 6, 17, 4]	1.6000000000016e-05	1.399999999995849e-05
[9, 2, 11, 20, 3, 1, 18, 25, 13, 23, 26, 22, 4, 29, 10]	1.2999999999818712e-05	1.6000000000016e-05
[5, 6, 28, 10, 9, 7, 4, 25, 2, 15, 12, 21, 26, 14, 18]	1.2000000000123023e-05	1.399999999995849e-05
[5, 7, 3, 6, 13, 12, 26, 0, 8, 21, 16, 19, 1, 22, 27]	1.3000000000040757e-05	1.0999999999983245e-05
[5, 23, 2, 25, 29, 6, 11, 14, 12, 10, 15, 17, 28, 1, 13]	1.3000000000040757e-05	1.5000000000098268e-05
[14, 11, 8, 18, 2, 27, 6, 28, 25, 7, 20, 23, 16, 19, 12]	1.399999999995849e-05	1.6000000000016e-05
[24, 8, 2, 26, 15, 13, 18, 0, 9, 21, 1, 23, 19, 16, 7]	1.2000000000123023e-05	1.5000000000098268e-05
[6, 13, 10, 15, 2, 25, 5, 7, 18, 27, 8, 19, 14, 1, 11]	1.4999999999876223e-05	1.6000000000016e-05
[21, 27, 25, 4, 1, 18, 15, 14, 26, 16, 29, 24, 5, 6, 3]	1.6999999999933735e-05	1.6000000000016e-05
[26, 0, 14, 16, 21, 7, 13, 1, 27, 22, 4, 8, 18, 25, 3]	1.2999999999818712e-05	1.5000000000098268e-05
[2, 26, 0, 27, 20, 21, 17, 12, 24, 7, 3, 1, 9, 23, 14]	1.399999999995849e-05	1.3000000000040757e-05
[27, 17, 5, 11, 26, 24, 13, 0, 7, 28, 20, 10, 21, 25, 29]	1.6000000000016e-05	1.4999999999876223e-05
[17, 1, 14, 2, 29, 3, 26, 22, 9, 28, 0, 23, 20, 7, 10]	1.399999999995849e-05	1.3000000000040757e-05
[9, 8, 2, 1, 27, 12, 15, 20, 17, 11, 13, 10, 5, 19, 18]	1.8000000000073513e-05	2.0000000000131024e-05
[16, 5, 18, 27, 23, 0, 20, 4, 11, 1, 14, 9, 26, 2, 19]	1.8000000000073513e-05	3.700000000006476e-05
[27, 24, 3, 26, 7, 17, 22, 29, 14, 20, 0, 6, 2, 5, 8]	2.6999999999999247e-05	2.199999999996649e-05
[7, 5, 2, 27, 4, 21, 6, 12, 15, 16, 11, 22, 20, 0, 18]	1.4999999999876223e-05	1.399999999995849e-05
[4, 21, 14, 25, 26, 20, 6, 19, 17, 1, 11, 8, 0, 27, 2]	1.4000000000180535e-05	1.6000000000016e-05
[11, 28, 9, 24, 18, 3, 13, 23, 7, 10, 29, 22, 6, 26, 16]	1.399999999995849e-05	1.3000000000040757e-05
[3, 1, 27, 17, 24, 22, 2, 9, 5, 6, 29, 15, 18, 8, 12]	1.4999999999876223e-05	1.3000000000040757e-05
[12, 11, 10, 19, 2, 20, 13, 5, 3, 18, 4, 27, 9, 7, 8]	1.1999999999900979e-05	1.5000000000098268e-05
[6, 25, 5, 24, 15, 16, 27, 4, 19, 29, 2, 3, 0, 12, 10]	1.1999999999900979e-05	1.6000000000016e-05
[10, 27, 19, 3, 12, 29, 17, 28, 9, 1, 5, 24, 7, 18, 4]	1.6999999999933735e-05	1.6000000000016e-05
[16, 26, 19, 20, 5, 0, 6, 21, 7, 11, 15, 29, 2, 10, 9]	2.2000000000188535e-05	1.6999999999933735e-05
[7, 2, 3, 28, 27, 5, 29, 20, 10, 12, 25, 1, 9, 24, 11]	1.0999999999983245e-05	1.7999999999851468e-05
[21, 14, 24, 15, 3, 12, 27, 2, 18, 29, 8, 5, 23, 25, 7]	1.8000000000073513e-05	1.999999999990898e-05
[26, 1, 9, 29, 12, 15, 16, 0, 13, 25, 18, 8, 28, 5, 19]	1.1999999999900979e-05	1.1999999999900979e-05
[21, 24, 2, 7, 0, 11, 4, 23, 13, 8, 10, 25, 14, 27, 9]	1.700000000015578e-05	3.500000000000725e-05
[2, 0, 28, 18, 21, 20, 3, 19, 4, 14, 29, 9, 23, 7, 16]	4.599999999999049e-05	2.6999999999999247e-05
[28, 0, 5, 18, 22, 11, 29, 23, 4, 24, 15, 10, 13, 27, 20]	1.5000000000098268e-05	1.2000000000123023e-05
[15, 16, 11, 20, 3, 23, 22, 13, 21, 1, 27, 28, 19, 25, 0]	1.399999999995849e-05	1.3000000000040757e-05
[18, 16, 4, 11, 21, 20, 24, 25, 14, 13, 3, 28, 22, 27, 12]	1.4999999999876223e-05	2.1000000000048757e-05
[11, 2, 21, 22, 10, 15, 17, 28, 23, 8, 4, 29, 13, 12, 1]	1.399999999995849e-05	1.1999999999900979e-05
[6, 20, 1, 21, 11, 7, 26, 2, 0, 10, 4, 8, 13, 18, 17]	1.7999999999851468e-05	1.399999999995849e-05
[24, 13, 23, 3, 5, 2, 29, 8, 7, 28, 1, 14, 16, 12, 18]	1.1999999999900979e-05	1.1999999999900979e-05
[8, 10, 25, 22, 21, 20, 6, 17, 5, 12, 14, 3, 16, 4, 11]	1.0000000000065512e-05	1.4999999999876223e-05
[26, 29, 17, 28, 19, 23, 22, 7, 15, 8, 11, 25, 10, 2, 27]	1.8999999999991246e-05	1.4999999999876223e-05
[29, 1, 22, 21, 27, 23, 8, 26, 13, 10, 4, 24, 25, 19, 15]	1.6000000000016e-05	1.6000000000016e-05
[25, 2, 17, 23, 20, 12, 24, 4, 5, 10, 0, 21, 19, 26, 14]	1.1999999999900979e-05	1.1999999999900979e-05
[14, 11, 23, 16, 17, 22, 29, 15, 6, 8, 7, 19, 26, 1, 12]	1.3000000000040757e-05	2.199999999996649e-05
[6, 9, 22, 5, 26, 2, 17, 13, 19, 24, 16, 0, 18, 8, 20]	1.8000000000073513e-05	5.3999999999998494e-05
[24, 8, 29, 3, 16, 13, 12, 7, 4, 22, 20, 11, 14, 10, 5]	3.799999999998249e-05	2.6000000000081513e-05
[8, 13, 19, 0, 7, 4, 14, 27, 18, 6, 2, 29, 24, 23, 3]	2.6999999999999247e-05	1.7999999999851468e-05
[18, 0, 19, 22, 17, 1, 29, 6, 9, 25, 24, 10, 15, 11, 12]	2.6999999999999247e-05	2.300000000010627e-05
[3, 4, 0, 15, 25, 19, 6, 26, 22, 20, 2, 17, 13, 28, 9]	3.6999999999842714e-05	1.4999999999876223e-05
[25, 6, 23, 4, 18, 9, 26, 13, 20, 2, 27, 1, 5, 28, 24]	1.8000000000073513e-05	1.399999999995849e-05
[21, 0, 18, 17, 8, 10, 16, 12, 29, 6, 15, 23, 1, 11, 7]	3.0999999999892225e-05	5.200000000016303e-05
[16, 23, 10, 3, 4, 19, 9, 14, 28, 8, 18, 12, 22, 6, 27]	1.999999999990898e-05	3.2000000000032e-05
[0, 10, 19, 16, 24, 12, 4, 23, 25, 2, 9, 20, 26, 7, 3]	2.6000000000081513e-05	1.6000000000016e-05
[26, 15, 27, 10, 12, 11, 2, 6, 21, 1, 20, 5, 18, 16, 24]	3.100000000011427e-05	2.199999999996649e-05
[12, 18, 22, 7, 20, 27, 9, 3, 16, 26, 19, 8, 17, 14, 23]	1.399999999995849e-05	1.4999999999876223e-05
[25, 26, 21, 9, 6, 18, 28, 11, 12, 0, 1, 13, 17, 23, 29]	1.999999999990898e-05	1.8000000000073513e-05
[20, 24, 8, 3, 10, 13, 11, 17, 5, 18, 25, 9, 6, 2, 15]	2.6999999999999247e-05	1.8999999999991246e-05
[23, 10, 6, 20, 19, 21, 18, 5, 12, 2, 11, 3, 4, 13, 15]	3.2000000000032e-05	2.1000000000048757e-05
[0, 16, 11, 18, 13, 2, 4, 28, 23, 19, 26, 25, 6, 15, 14]	2.999999999997449e-05	1.8000000000073513e-05
[10, 9, 22, 3, 15, 21, 24, 12, 20, 4, 5, 16, 13, 1, 2]	1.700000000015578e-05	1.999999999990898e-05
[13, 20, 3, 5, 10, 17, 6, 25, 9, 16, 0, 1, 12, 18, 27]	4.0000000000040004e-05	1.8999999999991246e-05
[8, 2, 25, 27, 15, 20, 21, 0, 4, 19, 24, 13, 18, 3, 9]	1.399999999995849e-05	1.700000000015578e-05
[9, 14, 2, 20, 28, 21, 3, 27, 17, 10, 24, 13, 8, 26, 0]	1.399999999995849e-05	2.8000000000139025e-05
[4, 24, 6, 26, 21, 27, 1, 17, 8, 7, 2, 11, 18, 28, 10]	1.700000000015578e-05	1.6999999999933735e-05
[10, 26, 16, 12, 21, 1, 7, 15, 17, 18, 19, 11, 27, 28, 5]	1.399999999995849e-05	3.0999999999892225e-05
[20, 11, 12, 6, 0, 19, 26, 23, 8, 24, 13, 3, 27, 18, 5]	1.5000000000098268e-05	2.2999999999884224e-05
[5, 6, 10, 21, 2, 0, 4, 25, 26, 3, 27, 11, 19, 18, 9]	2.2999999999884224e-05	1.6000000000016e-05
[20, 3, 25, 11, 14, 22, 19, 23, 2, 10, 12, 15, 0, 24, 8]	1.6000000000016e-05	1.6999999999933735e-05
[7, 0, 16, 22, 9, 17, 3, 8, 2, 18, 12, 28, 13, 21, 24]	2.799999999991698e-05	4.4000000000155026e-05
[16, 4, 10, 14, 1, 21, 15, 25, 5, 12, 22, 19, 6, 13, 27]	1.6000000000016e-05	2.199999999996649e-05
[17, 19, 0, 26, 23, 11, 20, 7, 21, 3, 29, 1, 5, 10, 8]	1.6999999999933735e-05	1.8999999999991246e-05
[3, 4, 29, 0, 14, 11, 24, 10, 5, 1, 21, 13, 19, 6, 16]	4.100000000017978e-05	1.5999999999793957e-05
[20, 29, 24, 26, 17, 23, 11, 5, 10, 13, 0, 19, 4, 1, 21]	3.0999999999892225e-05	9.999999999843467e-06
[23, 25, 20, 12, 3, 22, 16, 24, 0, 21, 9, 7, 1, 6, 13]	2.300000000010627e-05	1.2000000000123023e-05
[25, 29, 1, 9, 10, 12, 8, 22, 18, 13, 3, 16, 21, 15, 11]	1.6000000000016e-05	1.6000000000016e-05
[25, 24, 21, 16, 6, 20, 9, 0, 14, 8, 10, 12, 7, 15, 4]	6.100000000008876e-05	1.5000000000098268e-05
[5, 9, 2, 12, 15, 28, 6, 13, 29, 18, 27, 16, 14, 19, 10]	3.700000000006476e-05	3.399999999986747e-05
[11, 23, 26, 15, 19, 29, 4, 17, 27, 21, 9, 10, 25, 0, 6]	1.4999999999876223e-05	2.6999999999999247e-05
[11, 15, 26, 19, 22, 25, 1, 18, 20, 0, 12, 17, 21, 14, 7]	1.6999999999933735e-05	1.1999999999900979e-05
[22, 9, 4, 18, 2, 26, 0, 6, 3, 7, 8, 23, 21, 29, 5]	1.1999999999900979e-05	1.0000000000065512e-05
[8, 10, 26, 28, 5, 29, 19, 3, 0, 16, 14, 2, 17, 12, 25]	2.4999999999941735e-05	1.4999999999876223e-05
[18, 26, 25, 17, 1, 7, 13, 19, 15, 8, 2, 29, 5, 14, 22]	2.599999999985947e-05	2.300000000010627e-05
[11, 13, 16, 23, 19, 25, 3, 28, 2, 8, 17, 4, 27, 12, 18]	1.399999999995849e-05	1.0999999999983245e-05
[6, 12, 14, 22, 13, 19, 11, 27, 24, 26, 3, 16, 23, 8, 7]	1.5000000000098268e-05	1.1999999999900979e-05
[0, 27, 19, 8, 3, 18, 21, 10, 26, 9, 5, 23, 25, 7, 12]	1.999999999990898e-05	4.300000000001525e-05
[13, 22, 24, 16, 29, 14, 11, 20, 9, 17, 21, 2, 3, 8, 0]	4.300000000001525e-05	1.399999999995849e-05
[0, 22, 12, 7, 23, 16, 4, 3, 5, 15, 13, 10, 9, 2, 26]	3.0000000000196536e-05	2.6000000000081513e-05
[21, 10, 12, 6, 28, 15, 20, 24, 16, 29, 5, 4, 11, 2, 9]	3.4000000000089514e-05	3.2999999999949736e-05
[25, 2, 13, 15, 27, 11, 19, 17, 23, 22, 16, 12, 8, 3, 0]	1.3000000000040757e-05	1.6000000000016e-05
[9, 22, 21, 18, 20, 16, 14, 17, 5, 6, 19, 25, 29, 13, 23]	2.4000000000024002e-05	3.2000000000032e-05
[11, 26, 13, 24, 2, 5, 4, 23, 0, 29, 21, 20, 8, 1, 19]	2.8999999999834714e-05	3.0999999999892225e-05
[22, 21, 8, 14, 2, 29, 4, 6, 26, 12, 9, 27, 7, 19, 3]	1.8000000000073513e-05	1.1999999999900979e-05
[10, 21, 28, 13, 16, 14, 22, 23, 24, 19, 29, 18, 5, 20, 17]	1.8000000000073513e-05	1.5000000000098268e-05
[10, 13, 17, 22, 11, 2, 14, 16, 3, 6, 18, 4, 21, 25, 19]	1.6999999999933735e-05	1.399999999995849e-05
[12, 21, 28, 6, 14, 10, 20, 1, 4, 16, 11, 24, 15, 19, 3]	2.4000000000024002e-05	2.6000000000081513e-05
[26, 21, 19, 12, 17, 24, 23, 6, 3, 18, 13, 4, 14, 20, 15]	4.099999999995774e-05	1.5999999999793957e-05
[22, 15, 3, 9, 28, 27, 2, 21, 20, 4, 13, 18, 7, 6, 17]	2.2999999999884224e-05	3.6000000000147026e-05
[20, 1, 16, 27, 22, 9, 0, 21, 14, 8, 18, 25, 11, 10, 5]	4.399999999993298e-05	2.4000000000024002e-05
[2, 24, 29, 27, 4, 16, 3, 13, 11, 5, 25, 6, 14, 10, 26]	2.1000000000048757e-05	5.0999999999801204e-05
[17, 10, 22, 23, 11, 24, 26, 25, 18, 20, 21, 8, 29, 0, 1]	2.1000000000048757e-05	3.0999999999892225e-05
[23, 4, 21, 0, 11, 22, 8, 14, 20, 28, 17, 25, 24, 2, 3]	3.2000000000032e-05	1.6999999999933735e-05
[24, 8, 0, 13, 1, 23, 25, 12, 10, 22, 4, 9, 6, 21, 20]	3.100000000011427e-05	1.5000000000098268e-05
[6, 29, 2, 20, 21, 8, 19, 26, 0, 16, 24, 28, 22, 1, 18]	2.799999999991698e-05	1.999999999990898e-05
[1, 14, 10, 6, 0, 12, 29, 7, 26, 21, 20, 9, 11, 3, 17]	1.4999999999876223e-05	2.999999999997449e-05
[15, 8, 6, 14, 13, 4, 16, 0, 19, 11, 29, 3, 7, 22, 12]	1.8000000000073513e-05	1.0999999999983245e-05
[24, 11, 14, 28, 23, 26, 1, 18, 22, 17, 4, 27, 9, 2, 21]	4.399999999993298e-05	1.3000000000040757e-05
[5, 2, 9, 14, 6, 26, 27, 11, 19, 23, 25, 12, 7, 28, 16]	2.4999999999941735e-05	1.399999999995849e-05
[4, 2, 29, 26, 28, 13, 12, 14, 19, 11, 0, 22, 7, 27, 9]	1.2000000000123023e-05	2.4999999999941735e-05
[21, 8, 14, 23, 17, 4, 7, 2, 3, 19, 24, 28, 1, 10, 18]	1.999999999990898e-05	1.5000000000098268e-05
[26, 13, 21, 8, 27, 16, 29, 22, 25, 5, 3, 24, 23, 2, 12]	1.999999999990898e-05	2.999999999997449e-05
[5, 2, 4, 0, 16, 1, 25, 12, 8, 10, 22, 21, 13, 7, 17]	1.399999999995849e-05	1.1999999999900979e-05
[1, 25, 6, 2, 26, 10, 5, 17, 9, 18, 4, 14, 23, 27, 0]	1.0999999999983245e-05	1.6999999999933735e-05
[22, 1, 14, 27, 28, 3, 12, 21, 16, 10, 11, 7, 26, 8, 25]	1.6999999999933735e-05	2.300000000010627e-05
[3, 24, 9, 19, 25, 0, 17, 28, 10, 2, 5, 14, 7, 21, 13]	2.300000000010627e-05	2.799999999991698e-05
[12, 23, 29, 1, 6, 0, 18, 2, 24, 25, 5, 28, 19, 9, 7]	1.8999999999991246e-05	1.6000000000016e-05
[6, 20, 0, 21, 22, 15, 9, 26, 17, 1, 18, 19, 2, 27, 11]	1.5000000000098268e-05	1.2000000000123023e-05
