T_insertion	T_quick	T_merge	T_heap	T_combination
6.000000013273166e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	2.000000023372195e-06	1.0000000258969521e-06
1.9999999949504854e-06	9.999999974752427e-07	4.9999999873762135e-06	3.999999989900971e-06	9.999999974752427e-07
3.999999989900971e-06	4.00000001832268e-06	9.999999974752427e-07	4.00000001832268e-06	9.999999974752427e-07
6.000000013273166e-06	3.999999989900971e-06	3.0000000208474376e-06	4.00000001832268e-06	4.00000001832268e-06
9.999999974752427e-07	2.000000023372195e-06	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07
4.00000001832268e-06	1.9999999949504854e-06	1.9999999949504854e-06	3.0000000208474376e-06	3.0000000208474376e-06
2.999999992425728e-06	5.000000015797923e-06	1.9999999949504854e-06	4.00000001832268e-06	1.9999999949504854e-06
5.000000015797923e-06	3.0000000208474376e-06	5.000000015797923e-06	4.9999999873762135e-06	5.999999984851456e-06
2.999999992425728e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	2.000000023372195e-06
9.999999974752427e-07	2.000000023372195e-06	9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06
9.000000005698894e-06	4.9999999873762135e-06	7.000000010748408e-06	5.000000015797923e-06	9.999999974752427e-07
7.000000010748408e-06	3.0000000208474376e-06	2.999999992425728e-06	1.100000000064938e-05	3.0000000208474376e-06
7.000000010748408e-06	7.000000010748408e-06	4.9999999873762135e-06	4.9999999873762135e-06	3.999999989900971e-06
2.999999992425728e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	2.000000023372195e-06
1.9999999949504854e-06	1.9999999949504854e-06	2.999999992425728e-06	1.9999999949504854e-06	9.999999974752427e-07
8.000000008223651e-06	1.0000000258969521e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07
6.999999982326699e-06	3.999999989900971e-06	5.000000015797923e-06	4.9999999873762135e-06	3.0000000208474376e-06
2.000000023372195e-06	9.999999974752427e-07	1.0000000258969521e-06	1.9999999949504854e-06	2.000000023372195e-06
2.000000023372195e-06	1.0000000258969521e-06	9.999999974752427e-07	9.999999974752427e-07	1.0000000258969521e-06
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
5.000000015797923e-06	9.999999974752427e-07	2.000000023372195e-06	2.000000023372195e-06	2.000000023372195e-06
8.000000008223651e-06	5.000000015797923e-06	4.9999999873762135e-06	3.999999989900971e-06	4.9999999873762135e-06
2.000000023372195e-06	9.999999974752427e-07	1.9999999949504854e-06	2.000000023372195e-06	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	3.0000000208474376e-06	1.9999999949504854e-06
4.9999999873762135e-06	9.999999974752427e-07	1.9999999949504854e-06	4.00000001832268e-06	9.999999974752427e-07
7.000000010748408e-06	4.9999999873762135e-06	9.999999974752427e-07	3.999999989900971e-06	2.000000023372195e-06
8.000000008223651e-06	4.9999999873762135e-06	3.999999989900971e-06	3.999999989900971e-06	5.999999984851456e-06
2.999999992425728e-06	1.9999999949504854e-06	1.9999999949504854e-06	2.999999992425728e-06	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06	1.0000000258969521e-06	9.999999974752427e-07
4.9999999873762135e-06	2.000000023372195e-06	1.0000000258969521e-06	3.0000000208474376e-06	9.999999974752427e-07
2.999999992425728e-06	2.000000023372195e-06	1.9999999949504854e-06	2.999999992425728e-06	9.999999974752427e-07
7.999999979801942e-06	2.999999992425728e-06	3.999999989900971e-06	4.9999999873762135e-06	2.999999992425728e-06
1.9999999949504854e-06	1.9999999949504854e-06	1.0000000258969521e-06	1.9999999949504854e-06	9.999999974752427e-07
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
4.9999999873762135e-06	1.9999999949504854e-06	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07
5.999999984851456e-06	9.999999974752427e-07	3.0000000208474376e-06	3.0000000208474376e-06	2.000000023372195e-06
6.000000013273166e-06	5.000000015797923e-06	3.999999989900971e-06	3.999999989900971e-06	4.9999999873762135e-06
1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	1.0000000258969521e-06	9.999999974752427e-07	2.000000023372195e-06
2.999999992425728e-06	1.9999999949504854e-06	1.9999999949504854e-06	5.000000015797923e-06	9.999999974752427e-07
1.1999999998124622e-05	2.999999992425728e-06	3.0000000208474376e-06	4.9999999873762135e-06	4.00000001832268e-06
6.000000013273166e-06	4.00000001832268e-06	5.000000015797923e-06	5.000000015797923e-06	6.000000013273166e-06
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
2.999999992425728e-06	9.999999974752427e-07	1.9999999949504854e-06	2.000000023372195e-06	9.999999974752427e-07
3.0000000208474376e-06	9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06	1.9999999949504854e-06
1.100000000064938e-05	4.9999999873762135e-06	4.00000001832268e-06	2.999999992425728e-06	4.9999999873762135e-06
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	2.999999992425728e-06	1.9999999949504854e-06
9.999999974752427e-07	1.9999999949504854e-06	3.999999989900971e-06	3.0000000208474376e-06	2.999999992425728e-06
7.000000010748408e-06	1.9999999949504854e-06	1.9999999949504854e-06	3.0000000208474376e-06	2.000000023372195e-06
5.999999984851456e-06	3.0000000208474376e-06	1.0000000258969521e-06	5.000000015797923e-06	2.000000023372195e-06
8.000000008223651e-06	2.999999992425728e-06	4.00000001832268e-06	2.999999992425728e-06	6.000000013273166e-06
1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	2.000000023372195e-06	9.999999974752427e-07
7.000000010748408e-06	2.999999992425728e-06	9.999999974752427e-07	8.000000008223651e-06	2.000000023372195e-06
5.000000015797923e-06	9.999999974752427e-07	2.599999999119973e-05	3.999999989900971e-06	3.999999989900971e-06
1.1000000029071089e-05	4.9999999873762135e-06	4.9999999873762135e-06	4.9999999873762135e-06	5.999999984851456e-06
9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07
7.000000039170118e-06	9.999999974752427e-07	1.9999999949504854e-06	3.999999989900971e-06	9.999999974752427e-07
5.999999984851456e-06	3.999999989900971e-06	3.300000003036985e-05	3.999999989900971e-06	7.999999979801942e-06
4.9999999873762135e-06	1.9999999949504854e-06	3.000000049269147e-06	3.999999989900971e-06	9.999999974752427e-06
4.9999999873762135e-06	6.000000041694875e-06	3.999999989900971e-06	3.999999989900971e-06	4.9999999873762135e-06
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07
3.999999989900971e-06	9.999999974752427e-07	1.9999999949504854e-06	2.999999992425728e-06	2.999999992425728e-06
5.999999984851456e-06	8.00000003664536e-06	4.9999999873762135e-06	3.8999999958377884e-05	1.9999999949504854e-06
5.999999984851456e-06	5.000000044219632e-06	3.999999989900971e-06	3.999999989900971e-06	5.000000044219632e-06
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	2.999999992425728e-06	9.999999974752427e-07
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06
3.999999989900971e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06
6.000000041694875e-06	9.999999974752427e-07	9.999999974752427e-07	2.999999992425728e-06	9.999999974752427e-07
6.000000041694875e-06	1.9999999949504854e-06	1.9999999949504854e-06	4.00000004674439e-06	2.999999992425728e-06
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07
1.9999999949504854e-06	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06
1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
6.999999982326699e-06	2.999999992425728e-06	1.9999999949504854e-06	4.9999999873762135e-06	3.999999989900971e-06
1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	3.999999989900971e-06	9.999999974752427e-07
6.999999982326699e-06	4.9999999873762135e-06	4.9999999873762135e-06	3.999999989900971e-06	3.999999989900971e-06
1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07
1.0000000543186616e-06	9.999999974752427e-07	1.9999999949504854e-06	2.999999992425728e-06	2.0000000517939043e-06
5.999999984851456e-06	1.9999999949504854e-06	9.999999974752427e-07	3.999999989900971e-06	4.9999999873762135e-06
4.9999999873762135e-06	9.999999974752427e-07	9.999999974752427e-07	4.00000004674439e-06	2.999999992425728e-06
7.000000039170118e-06	4.9999999873762135e-06	3.999999989900971e-06	3.999999989900971e-06	1.9999999949504854e-06
9.999999974752427e-07	1.9999999949504854e-06	1.0000000543186616e-06	1.9999999949504854e-06	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	2.0000000517939043e-06	1.9999999949504854e-06
5.999999984851456e-06	9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07
8.00000003664536e-06	2.999999992425728e-06	3.999999989900971e-06	5.000000044219632e-06	4.00000004674439e-06
9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07
1.9999999949504854e-06	9.999999974752427e-07	2.999999992425728e-06	1.9999999949504854e-06	9.999999974752427e-07
5.999999984851456e-06	1.0000000543186616e-06	1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07
5.999999984851456e-06	1.9999999949504854e-06	1.9999999949504854e-06	3.999999989900971e-06	9.999999974752427e-07
9.999999974752427e-06	5.999999984851456e-06	5.999999984851456e-06	2.1000000003823516e-05	6.000000041694875e-06
