	A	len	T_insertion	T_quick	T_merge	T_heap
586	[8, 17, 9, 6, 18, 12, 3, 19, 1, 15]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
587	[17, 19, 12, 9, 4, 2, 8, 6, 0, 1]	10	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06	0.0
588	[0, 6, 10, 8, 16, 14, 18, 19, 5, 3]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
589	[1, 4, 8, 13, 6, 7, 12, 19, 5, 18]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
590	[11, 0, 2, 14, 10, 13, 18, 8, 4, 5]	10	0.0	0.0	1.000000000139778e-06	1.9999999993913775e-06
591	[5, 1, 15, 12, 2, 3, 4, 7, 0, 17]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
592	[16, 3, 0, 14, 10, 19, 1, 11, 5, 7]	10	2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
593	[10, 19, 8, 13, 14, 4, 16, 7, 6, 1]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
594	[6, 8, 0, 18, 9, 5, 10, 15, 1, 4]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
595	[9, 3, 7, 8, 5, 12, 18, 19, 16, 2]	10	0.0	2.000000000279556e-06	2.000000000279556e-06	0.0
596	[5, 18, 13, 3, 1, 8, 12, 10, 4, 17]	10	1.000000000139778e-06	0.0	1.9999999993913775e-06	2.000000000279556e-06
597	[18, 8, 0, 3, 15, 17, 5, 4, 12, 16]	10	0.0	0.0	1.000000000139778e-06	9.999999992515995e-07
598	[18, 6, 14, 10, 0, 11, 16, 17, 3, 5]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
599	[14, 4, 9, 16, 10, 8, 6, 11, 5, 17]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
600	[1, 16, 10, 15, 7, 3, 6, 17, 4, 12]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
601	[19, 7, 4, 11, 3, 8, 1, 2, 14, 13]	10	0.0	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
602	[10, 1, 11, 0, 5, 14, 17, 13, 6, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	9.999999992515995e-07
603	[5, 18, 19, 0, 6, 2, 17, 10, 13, 9]	10	9.999999992515995e-07	0.0	1.9999999993913775e-06	1.000000000139778e-06
604	[0, 18, 11, 12, 16, 5, 17, 1, 10, 4]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	1.9999999993913775e-06
605	[2, 17, 18, 6, 1, 16, 0, 10, 8, 19]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
606	[15, 2, 17, 12, 3, 10, 0, 14, 16, 19]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
607	[1, 18, 4, 8, 16, 7, 3, 13, 19, 11]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
608	[14, 10, 7, 4, 1, 19, 5, 15, 9, 16]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
609	[8, 17, 6, 11, 16, 15, 2, 14, 4, 1]	10	2.000000000279556e-06	0.0	0.0	2.000000000279556e-06
610	[14, 18, 2, 3, 5, 0, 10, 4, 13, 11]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
611	[16, 6, 2, 4, 14, 9, 10, 0, 11, 13]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
612	[14, 16, 2, 0, 6, 15, 12, 7, 13, 11]	10	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06	0.0
613	[17, 16, 11, 10, 6, 15, 4, 8, 14, 18]	10	7.999999999341867e-06	0.0	0.0	0.0
614	[8, 13, 4, 14, 16, 7, 17, 0, 6, 3]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
615	[14, 9, 0, 7, 11, 12, 6, 4, 19, 17]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
616	[17, 6, 4, 7, 0, 5, 15, 11, 14, 13]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
617	[12, 10, 19, 7, 3, 0, 17, 9, 1, 6]	10	3.9999999996709334e-06	9.999999992515995e-07	2.9999999995311555e-06	1.000000000139778e-06
618	[13, 15, 2, 7, 4, 5, 12, 8, 1, 19]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
619	[12, 8, 5, 0, 18, 7, 16, 11, 3, 15]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
620	[6, 17, 18, 5, 16, 12, 4, 2, 3, 7]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
621	[5, 18, 16, 17, 15, 13, 4, 19, 10, 11]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
622	[9, 11, 13, 7, 16, 15, 8, 14, 17, 4]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	1.9999999993913775e-06
623	[19, 18, 6, 7, 17, 11, 5, 8, 0, 16]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	1.9999999993913775e-06
624	[19, 18, 2, 13, 8, 6, 0, 1, 14, 15]	10	1.9999999993913775e-06	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
625	[2, 12, 6, 10, 1, 17, 18, 19, 9, 11]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
626	[19, 14, 2, 5, 11, 16, 1, 15, 0, 3]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.9999999993913775e-06
627	[18, 5, 2, 3, 19, 9, 12, 6, 10, 16]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06
628	[17, 18, 13, 1, 16, 12, 2, 9, 15, 8]	10	3.9999999996709334e-06	0.0	0.0	9.999999992515995e-07
629	[15, 14, 17, 9, 1, 13, 8, 12, 7, 19]	10	3.000000000419334e-06	1.000000000139778e-06	1.9999999993913775e-06	0.0
630	[10, 4, 16, 6, 17, 11, 8, 2, 15, 9]	10	1.9999999993913775e-06	1.000000000139778e-06	0.0	0.0
631	[9, 0, 6, 1, 16, 15, 2, 14, 11, 10]	10	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06	9.999999992515995e-07
632	[5, 3, 1, 9, 4, 6, 18, 16, 0, 10]	10	0.0	0.0	9.999999992515995e-07	1.000000000139778e-06
633	[2, 19, 10, 1, 17, 11, 5, 12, 15, 4]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	2.000000000279556e-06
634	[15, 1, 0, 13, 16, 5, 11, 7, 2, 4]	10	9.999999992515995e-07	0.0	0.0	2.000000000279556e-06
635	[7, 12, 2, 1, 6, 9, 8, 11, 18, 3]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
636	[8, 1, 3, 13, 12, 11, 14, 10, 6, 2]	10	1.9999999993913775e-06	2.000000000279556e-06	0.0	0.0
637	[8, 13, 18, 14, 17, 19, 1, 10, 15, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
638	[0, 15, 5, 8, 16, 2, 6, 19, 11, 3]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
639	[11, 14, 17, 2, 16, 5, 19, 12, 15, 18]	10	1.9999999993913775e-06	0.0	2.000000000279556e-06	1.9999999993913775e-06
640	[13, 19, 14, 10, 2, 12, 3, 16, 0, 6]	10	2.000000000279556e-06	0.0	0.0	3.000000000419334e-06
641	[3, 8, 11, 16, 17, 6, 18, 14, 0, 9]	10	2.9999999995311555e-06	0.0	0.0	2.000000000279556e-06
642	[19, 11, 13, 1, 12, 0, 9, 18, 16, 7]	10	0.0	1.000000000139778e-06	7.999999999341867e-06	4.999999999810711e-06
643	[18, 7, 16, 12, 8, 11, 4, 1, 19, 13]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
644	[9, 13, 10, 4, 0, 16, 6, 1, 12, 18]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
645	[14, 2, 10, 3, 4, 12, 15, 5, 8, 18]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
646	[5, 1, 16, 19, 12, 15, 13, 18, 2, 11]	10	1.9999999993913775e-06	0.0	0.0	1.000000000139778e-06
647	[19, 8, 4, 6, 0, 7, 13, 1, 17, 18]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.9999999993913775e-06
648	[15, 13, 17, 2, 6, 7, 8, 16, 0, 5]	10	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	0.0
649	[0, 16, 3, 19, 2, 12, 15, 7, 5, 8]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	1.9999999993913775e-06
650	[5, 19, 1, 3, 9, 18, 2, 12, 8, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
651	[17, 19, 12, 2, 9, 3, 13, 1, 8, 0]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
652	[18, 6, 5, 15, 13, 0, 16, 19, 9, 12]	10	1.9999999993913775e-06	0.0	1.000000000139778e-06	1.9999999993913775e-06
653	[14, 4, 13, 8, 0, 16, 18, 9, 3, 7]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
654	[12, 11, 10, 13, 16, 2, 6, 4, 7, 1]	10	0.0	0.0	1.000000000139778e-06	0.0
655	[3, 5, 16, 0, 11, 6, 9, 14, 8, 4]	10	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06	9.999999992515995e-07
656	[4, 3, 6, 5, 13, 2, 14, 10, 11, 15]	10	1.9999999993913775e-06	9.999999992515995e-07	1.000000000139778e-06	2.000000000279556e-06
657	[0, 15, 9, 5, 19, 7, 16, 12, 6, 18]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
658	[11, 4, 17, 6, 14, 15, 1, 5, 0, 19]	10	1.000000000139778e-06	2.9999999995311555e-06	3.000000000419334e-06	1.000000000139778e-06
659	[8, 14, 17, 0, 13, 16, 15, 7, 9, 18]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	1.000000000139778e-06
660	[1, 17, 13, 15, 6, 11, 10, 12, 18, 4]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	0.0
661	[4, 3, 7, 10, 13, 12, 15, 6, 0, 16]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	9.999999992515995e-07
662	[9, 5, 6, 1, 12, 8, 0, 18, 3, 4]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
663	[9, 13, 19, 12, 6, 3, 11, 16, 5, 1]	10	0.0	0.0	1.9999999993913775e-06	1.000000000139778e-06
664	[7, 19, 0, 13, 9, 2, 18, 14, 10, 15]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
665	[10, 18, 4, 0, 19, 14, 13, 5, 7, 17]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
666	[14, 12, 16, 2, 5, 9, 4, 11, 0, 8]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	9.999999992515995e-07
667	[4, 10, 3, 0, 13, 6, 11, 17, 1, 9]	10	9.999999992515995e-07	0.0	1.9999999993913775e-06	2.000000000279556e-06
668	[2, 9, 10, 5, 11, 7, 12, 15, 6, 3]	10	1.000000000139778e-06	0.0	0.0	9.999999992515995e-07
669	[15, 13, 6, 5, 2, 0, 10, 9, 7, 4]	10	0.0	0.0	0.0	1.000000000139778e-06
670	[3, 4, 9, 1, 14, 2, 17, 8, 12, 13]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
671	[19, 5, 15, 14, 6, 11, 9, 13, 3, 16]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
672	[12, 1, 11, 15, 5, 6, 0, 16, 2, 4]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	2.000000000279556e-06
673	[13, 0, 5, 12, 19, 7, 6, 4, 9, 11]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
674	[0, 2, 3, 5, 10, 1, 16, 9, 8, 19]	10	2.000000000279556e-06	0.0	0.0	0.0
675	[15, 17, 3, 18, 8, 10, 16, 11, 6, 19]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
676	[8, 0, 3, 19, 9, 10, 4, 13, 12, 18]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
677	[14, 6, 1, 19, 11, 4, 2, 9, 5, 0]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
678	[13, 14, 5, 15, 19, 17, 2, 16, 7, 11]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
679	[12, 5, 13, 7, 14, 10, 19, 4, 2, 18]	10	2.000000000279556e-06	2.000000000279556e-06	0.0	0.0
680	[18, 1, 12, 5, 19, 11, 10, 14, 7, 13]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	1.9999999993913775e-06
681	[7, 4, 13, 5, 11, 6, 18, 17, 15, 19]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
682	[16, 9, 14, 15, 17, 0, 11, 6, 10, 7]	10	9.999999992515995e-07	0.0	0.0	1.000000000139778e-06
683	[13, 8, 11, 3, 15, 19, 5, 7, 4, 10]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	9.999999992515995e-07
684	[2, 17, 3, 12, 14, 18, 13, 19, 10, 9]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
685	[16, 13, 1, 18, 6, 17, 2, 19, 8, 0]	10	1.9999999993913775e-06	1.000000000139778e-06	0.0	0.0
686	[13, 4, 3, 9, 12, 14, 5, 1, 10, 6]	10	0.0	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06
687	[7, 17, 14, 12, 13, 16, 6, 8, 3, 19]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
688	[12, 8, 5, 3, 17, 6, 11, 14, 7, 16]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
689	[17, 11, 16, 13, 14, 1, 10, 9, 4, 18]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06
690	[11, 10, 3, 0, 8, 16, 14, 5, 2, 19]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
691	[4, 7, 10, 12, 17, 0, 18, 8, 11, 15]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
692	[1, 18, 2, 3, 15, 14, 17, 6, 11, 4]	10	2.000000000279556e-06	1.9999999993913775e-06	2.000000000279556e-06	1.9999999993913775e-06
693	[0, 8, 3, 11, 4, 17, 12, 9, 13, 1]	10	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06	1.0000000000509601e-05
694	[13, 19, 2, 3, 5, 7, 17, 10, 15, 0]	10	2.000000000279556e-06	1.000000000139778e-06	9.999999992515995e-07	0.0
695	[9, 10, 7, 8, 16, 3, 11, 5, 12, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
696	[6, 12, 2, 14, 3, 5, 0, 1, 10, 19]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
697	[12, 15, 18, 10, 4, 11, 2, 17, 14, 7]	10	1.9999999993913775e-06	0.0	0.0	1.000000000139778e-06
698	[2, 13, 4, 18, 17, 3, 19, 9, 16, 14]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
699	[16, 15, 13, 1, 6, 11, 0, 19, 2, 18]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
700	[1, 7, 10, 19, 15, 0, 17, 16, 13, 5]	10	1.9999999993913775e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
701	[3, 18, 8, 2, 9, 15, 12, 10, 16, 7]	10	0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
702	[16, 14, 10, 17, 0, 6, 19, 5, 4, 1]	10	2.000000000279556e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
703	[18, 2, 0, 17, 15, 3, 11, 13, 4, 9]	10	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
704	[10, 8, 9, 2, 3, 7, 16, 0, 5, 19]	10	1.000000000139778e-06	0.0	1.9999999993913775e-06	1.000000000139778e-06
705	[18, 17, 5, 11, 4, 3, 14, 10, 0, 1]	10	1.9999999993913775e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
706	[9, 13, 2, 16, 0, 18, 7, 10, 6, 17]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
707	[2, 16, 14, 3, 12, 18, 19, 0, 9, 13]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
708	[1, 5, 3, 14, 0, 9, 15, 10, 16, 17]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
709	[5, 18, 10, 19, 3, 14, 15, 11, 9, 2]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
710	[13, 0, 3, 12, 18, 7, 2, 1, 14, 19]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
711	[17, 15, 10, 5, 6, 16, 3, 4, 14, 11]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
712	[6, 11, 5, 0, 2, 14, 1, 8, 3, 17]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
713	[16, 2, 7, 0, 19, 17, 12, 4, 18, 9]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
714	[9, 10, 12, 18, 2, 5, 14, 13, 1, 17]	10	2.000000000279556e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
715	[4, 13, 9, 16, 7, 3, 19, 1, 2, 11]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	1.9999999993913775e-06
716	[19, 18, 16, 12, 7, 0, 3, 9, 5, 2]	10	0.0	0.0	0.0	1.000000000139778e-06
717	[12, 16, 9, 8, 1, 10, 3, 18, 13, 17]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
718	[19, 15, 17, 3, 10, 16, 2, 18, 12, 7]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	2.000000000279556e-06
719	[3, 1, 18, 5, 0, 17, 8, 14, 13, 15]	10	1.9999999993913775e-06	9.999999992515995e-07	0.0	2.9999999995311555e-06
720	[13, 18, 19, 7, 17, 6, 5, 14, 12, 0]	10	2.9999999995311555e-06	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06
721	[1, 8, 3, 16, 14, 13, 18, 12, 4, 6]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
722	[4, 13, 9, 15, 8, 7, 11, 0, 1, 16]	10	2.000000000279556e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
723	[15, 1, 2, 13, 17, 3, 7, 11, 5, 4]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
724	[19, 14, 16, 7, 9, 2, 4, 3, 13, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
725	[6, 7, 4, 3, 11, 16, 17, 9, 12, 10]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
726	[4, 5, 15, 0, 13, 9, 17, 18, 1, 6]	10	0.0	9.999999992515995e-07	0.0	9.999999992515995e-07
727	[4, 7, 3, 19, 12, 6, 5, 17, 14, 11]	10	9.999999992515995e-07	0.0	0.0	2.000000000279556e-06
728	[17, 9, 6, 2, 8, 16, 15, 11, 19, 0]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
729	[9, 17, 12, 14, 1, 13, 3, 18, 19, 2]	10	2.000000000279556e-06	9.999999992515995e-07	0.0	0.0
730	[2, 3, 1, 13, 4, 18, 8, 9, 10, 15]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	9.999999992515995e-07
731	[4, 12, 5, 14, 18, 3, 8, 6, 2, 1]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
732	[3, 5, 17, 11, 19, 0, 6, 10, 7, 2]	10	1.000000000139778e-06	0.0	0.0	0.0
733	[5, 3, 12, 7, 11, 13, 4, 18, 1, 15]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
734	[2, 4, 15, 5, 18, 17, 9, 12, 6, 14]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
735	[0, 8, 16, 7, 10, 9, 11, 13, 2, 3]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	0.0
736	[2, 5, 6, 9, 13, 19, 3, 10, 4, 1]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	0.0
737	[14, 3, 6, 9, 18, 16, 12, 15, 17, 11]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
738	[19, 6, 10, 4, 14, 0, 12, 1, 9, 13]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	1.000000000139778e-06
739	[16, 17, 19, 8, 4, 11, 14, 15, 0, 7]	10	0.0	0.0	9.999999992515995e-07	1.000000000139778e-06
740	[14, 18, 6, 13, 16, 11, 5, 9, 7, 1]	10	1.9999999993913775e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
741	[17, 12, 14, 9, 7, 3, 16, 1, 2, 11]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
742	[9, 14, 18, 3, 2, 7, 8, 10, 19, 15]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	2.000000000279556e-06
743	[13, 11, 0, 19, 18, 10, 8, 3, 17, 9]	10	0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
744	[14, 1, 5, 7, 12, 13, 6, 11, 4, 8]	10	1.9999999993913775e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
745	[11, 0, 6, 9, 5, 1, 12, 4, 8, 14]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	9.999999992515995e-07
746	[15, 5, 16, 4, 17, 13, 11, 0, 14, 8]	10	2.000000000279556e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
747	[11, 16, 17, 19, 2, 13, 15, 5, 1, 4]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
748	[17, 16, 1, 9, 5, 7, 11, 4, 18, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
749	[19, 13, 16, 2, 15, 12, 18, 3, 14, 7]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
750	[18, 6, 1, 9, 15, 4, 10, 11, 16, 3]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	9.999999992515995e-07
751	[13, 14, 9, 1, 17, 10, 2, 8, 15, 12]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
752	[15, 17, 16, 7, 4, 12, 10, 11, 1, 6]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
753	[12, 14, 13, 10, 11, 9, 18, 16, 2, 7]	10	9.999999992515995e-07	0.0	0.0	0.0
754	[9, 10, 14, 2, 16, 0, 4, 3, 7, 5]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	0.0
755	[15, 17, 14, 1, 4, 19, 10, 5, 13, 16]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
756	[5, 7, 4, 15, 18, 0, 14, 12, 1, 19]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
757	[10, 3, 0, 14, 7, 4, 2, 6, 13, 5]	10	0.0	0.0	1.9999999993913775e-06	2.000000000279556e-06
758	[3, 17, 12, 19, 0, 14, 8, 11, 10, 9]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
759	[3, 18, 6, 19, 9, 16, 1, 8, 2, 0]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
760	[17, 11, 10, 3, 19, 16, 0, 7, 6, 15]	10	1.9999999993913775e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
761	[1, 3, 18, 0, 6, 8, 14, 2, 12, 11]	10	0.0	1.000000000139778e-06	0.0	0.0
762	[3, 0, 11, 5, 17, 15, 10, 4, 19, 9]	10	1.9999999993913775e-06	1.000000000139778e-06	9.999999992515995e-07	9.999999992515995e-07
763	[3, 11, 7, 10, 1, 13, 5, 2, 19, 6]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
764	[14, 2, 6, 9, 12, 17, 15, 11, 10, 7]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
765	[1, 6, 17, 13, 0, 9, 11, 16, 4, 8]	10	2.000000000279556e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
766	[7, 1, 0, 3, 9, 11, 13, 10, 19, 2]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
767	[0, 5, 16, 9, 19, 1, 12, 4, 11, 14]	10	0.0	1.000000000139778e-06	0.0	0.0
768	[9, 16, 15, 8, 0, 5, 14, 6, 7, 13]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
769	[5, 0, 7, 10, 16, 6, 14, 19, 17, 4]	10	0.0	2.000000000279556e-06	2.000000000279556e-06	0.0
770	[14, 9, 17, 15, 7, 16, 1, 6, 10, 4]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
771	[4, 12, 8, 2, 19, 15, 5, 13, 3, 18]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
772	[4, 0, 6, 19, 14, 2, 3, 10, 12, 7]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
773	[4, 8, 9, 6, 0, 2, 19, 12, 3, 15]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
774	[13, 14, 5, 1, 12, 2, 10, 7, 18, 11]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
775	[9, 6, 0, 18, 5, 3, 8, 15, 19, 4]	10	0.0	0.0	0.0	9.999999992515995e-07
776	[7, 13, 6, 14, 3, 8, 17, 19, 11, 2]	10	2.9999999995311555e-06	2.800000000036107e-05	0.0	1.000000000139778e-06
777	[6, 10, 11, 16, 2, 15, 4, 17, 19, 5]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
778	[12, 6, 3, 11, 16, 13, 9, 2, 17, 7]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	0.0
779	[13, 12, 10, 14, 4, 17, 1, 16, 18, 5]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
780	[7, 8, 3, 10, 14, 15, 13, 12, 19, 9]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
781	[5, 8, 13, 6, 17, 0, 3, 10, 2, 18]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
782	[1, 18, 10, 13, 9, 17, 6, 3, 19, 16]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
