	A	len	T_insertion	T_quick	T_merge	T_heap
194	[9, 14, 13, 5, 15, 3, 8, 4, 7, 1]	10	0.0	0.0	2.000000000279556e-06	2.000000000279556e-06
195	[4, 18, 19, 17, 9, 12, 10, 2, 7, 16]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
196	[5, 3, 9, 2, 14, 17, 7, 4, 13, 12]	10	2.000000000279556e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
197	[9, 4, 2, 6, 3, 12, 1, 8, 13, 5]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
198	[15, 19, 13, 5, 3, 9, 12, 8, 7, 4]	10	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
199	[19, 3, 1, 5, 17, 12, 18, 6, 16, 4]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
200	[14, 7, 13, 12, 2, 5, 19, 1, 17, 8]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
201	[1, 6, 2, 7, 15, 14, 8, 19, 11, 4]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06
202	[10, 8, 4, 14, 18, 12, 1, 6, 17, 16]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
203	[8, 19, 17, 3, 16, 11, 15, 14, 7, 5]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
204	[13, 9, 11, 19, 0, 1, 16, 15, 10, 12]	10	0.0	0.0	0.0	1.9999999993913775e-06
205	[5, 8, 1, 12, 0, 14, 10, 11, 16, 18]	10	1.000000000139778e-06	0.0	0.0	0.0
206	[12, 17, 13, 15, 6, 14, 4, 8, 0, 19]	10	2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
207	[13, 17, 19, 12, 1, 2, 0, 4, 16, 11]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
208	[9, 5, 4, 14, 13, 18, 8, 2, 7, 1]	10	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	2.000000000279556e-06
209	[15, 11, 1, 10, 19, 5, 13, 12, 2, 18]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
210	[3, 6, 16, 15, 10, 8, 9, 7, 13, 11]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
211	[15, 10, 3, 14, 19, 1, 17, 4, 12, 2]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
212	[2, 3, 19, 15, 4, 11, 1, 13, 0, 16]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
213	[15, 0, 16, 10, 4, 1, 9, 14, 8, 2]	10	3.9999999996709334e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
214	[6, 3, 2, 11, 16, 17, 18, 0, 10, 4]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
215	[8, 13, 4, 2, 14, 7, 11, 17, 16, 0]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
216	[5, 12, 11, 10, 19, 14, 16, 1, 9, 0]	10	2.9999999995311555e-06	0.0	3.000000000419334e-06	9.999999992515995e-07
217	[0, 15, 6, 10, 19, 7, 3, 16, 14, 12]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	0.0
218	[9, 12, 17, 8, 14, 5, 7, 15, 4, 2]	10	0.0	1.9999999993913775e-06	1.000000000139778e-06	1.9999999993913775e-06
219	[4, 11, 10, 9, 16, 2, 5, 12, 15, 8]	10	0.0	0.0	2.000000000279556e-06	2.000000000279556e-06
220	[7, 16, 14, 19, 15, 12, 5, 8, 2, 18]	10	0.0	0.0	0.0	1.000000000139778e-06
221	[13, 18, 8, 4, 1, 12, 11, 15, 6, 5]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	0.0
222	[3, 5, 12, 13, 14, 4, 0, 18, 17, 6]	10	0.0	1.9999999993913775e-06	1.9999999993913775e-06	0.0
223	[10, 15, 5, 6, 7, 9, 19, 18, 14, 1]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
224	[14, 6, 4, 12, 11, 9, 18, 19, 2, 16]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
225	[3, 10, 5, 4, 16, 9, 11, 18, 6, 19]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.9999999993913775e-06
226	[16, 3, 19, 0, 10, 9, 12, 4, 6, 7]	10	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
227	[3, 13, 14, 4, 0, 11, 15, 19, 18, 8]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
228	[3, 11, 8, 1, 0, 9, 4, 16, 12, 6]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
229	[0, 4, 14, 15, 3, 17, 8, 2, 16, 12]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
230	[6, 11, 10, 8, 15, 5, 4, 3, 13, 17]	10	1.000000000139778e-06	0.0	0.0	9.999999992515995e-07
231	[6, 2, 14, 15, 19, 5, 10, 11, 0, 9]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
232	[4, 19, 3, 18, 14, 9, 16, 10, 13, 17]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	9.999999992515995e-07
233	[14, 11, 16, 19, 5, 9, 3, 7, 17, 18]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
234	[11, 18, 5, 12, 3, 2, 16, 8, 19, 6]	10	0.0	1.9999999993913775e-06	1.000000000139778e-06	0.0
235	[9, 6, 17, 12, 5, 1, 4, 2, 0, 19]	10	0.0	0.0	1.9999999993913775e-06	1.000000000139778e-06
236	[18, 7, 17, 2, 14, 13, 4, 5, 19, 12]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
237	[16, 13, 19, 17, 10, 1, 2, 12, 4, 9]	10	1.000000000139778e-06	0.0	0.0	0.0
238	[14, 16, 19, 6, 1, 2, 8, 13, 10, 0]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
239	[0, 15, 9, 13, 12, 7, 6, 2, 18, 4]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06
240	[11, 13, 15, 3, 16, 8, 17, 9, 12, 10]	10	9.999999992515995e-07	0.0	0.0	9.999999992515995e-07
241	[9, 14, 12, 11, 16, 5, 1, 19, 0, 6]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
242	[11, 6, 8, 0, 10, 5, 17, 3, 13, 15]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
243	[1, 16, 19, 8, 15, 2, 4, 6, 10, 14]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
244	[9, 7, 1, 2, 6, 17, 11, 14, 15, 0]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
245	[5, 10, 1, 18, 0, 8, 14, 15, 13, 11]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
246	[9, 7, 8, 17, 5, 15, 6, 11, 4, 13]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
247	[16, 19, 4, 10, 18, 12, 8, 5, 11, 17]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
248	[13, 9, 1, 14, 12, 18, 11, 16, 0, 19]	10	0.0	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06
249	[8, 6, 5, 2, 16, 7, 18, 19, 1, 0]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
250	[18, 3, 15, 14, 11, 4, 17, 1, 5, 8]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
251	[17, 4, 18, 0, 14, 19, 13, 8, 11, 12]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
252	[18, 5, 7, 1, 8, 11, 10, 2, 12, 19]	10	2.000000000279556e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
253	[2, 6, 15, 10, 0, 16, 19, 3, 4, 12]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
254	[1, 4, 2, 7, 5, 6, 0, 17, 15, 18]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
255	[10, 14, 6, 3, 19, 1, 8, 11, 4, 15]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	0.0
256	[4, 3, 2, 0, 6, 5, 12, 14, 16, 13]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
257	[10, 9, 17, 2, 7, 6, 14, 8, 13, 4]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	0.0
258	[4, 15, 13, 0, 1, 19, 18, 12, 16, 5]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
259	[9, 16, 15, 4, 0, 3, 5, 10, 2, 17]	10	0.0	0.0	2.000000000279556e-06	9.999999992515995e-07
260	[10, 4, 13, 12, 1, 2, 7, 17, 9, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
261	[3, 5, 14, 6, 15, 4, 9, 1, 13, 12]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
262	[6, 17, 7, 9, 14, 3, 8, 19, 12, 16]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
263	[1, 12, 14, 13, 9, 2, 19, 6, 7, 18]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	1.9999999993913775e-06
264	[17, 2, 4, 1, 7, 0, 18, 6, 16, 19]	10	3.9999999996709334e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
265	[4, 15, 7, 13, 10, 0, 8, 2, 5, 11]	10	2.000000000279556e-06	9.999999992515995e-07	1.000000000139778e-06	2.000000000279556e-06
266	[17, 19, 2, 3, 7, 5, 13, 10, 16, 4]	10	1.9999999993913775e-06	2.000000000279556e-06	0.0	0.0
267	[4, 16, 0, 9, 6, 7, 15, 12, 18, 2]	10	2.3999999999801958e-05	9.999999992515995e-07	1.000000000139778e-06	1.9999999993913775e-06
268	[6, 14, 0, 16, 13, 17, 19, 9, 7, 8]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
269	[13, 9, 1, 6, 17, 2, 11, 18, 16, 3]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
270	[7, 19, 14, 17, 13, 4, 5, 0, 8, 15]	10	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06
271	[9, 1, 3, 16, 6, 7, 8, 11, 14, 18]	10	1.9999999993913775e-06	0.0	1.000000000139778e-06	0.0
272	[6, 5, 0, 2, 7, 13, 11, 9, 3, 8]	10	0.0	0.0	0.0	2.000000000279556e-06
273	[14, 13, 18, 7, 11, 19, 0, 10, 1, 8]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
274	[3, 2, 11, 17, 14, 7, 15, 13, 10, 19]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
275	[11, 18, 9, 6, 16, 2, 5, 14, 8, 10]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	1.000000000139778e-06
276	[2, 3, 8, 19, 4, 7, 0, 13, 10, 1]	10	1.000000000139778e-06	0.0	0.0	0.0
277	[14, 0, 16, 9, 3, 1, 18, 10, 17, 6]	10	0.0	0.0	9.999999992515995e-07	1.000000000139778e-06
278	[17, 1, 5, 4, 3, 15, 13, 7, 8, 10]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
279	[15, 12, 18, 6, 3, 13, 11, 19, 14, 9]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
280	[2, 12, 17, 9, 14, 16, 0, 13, 11, 19]	10	2.000000000279556e-06	2.000000000279556e-06	1.000000000139778e-06	3.9999999996709334e-06
281	[16, 13, 6, 3, 11, 4, 7, 19, 10, 14]	10	1.9999999993913775e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
282	[14, 0, 11, 6, 3, 9, 13, 2, 19, 15]	10	1.9999999993913775e-06	0.0	0.0	1.000000000139778e-06
283	[6, 13, 8, 9, 10, 7, 2, 5, 1, 11]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	9.999999992515995e-07
284	[10, 17, 5, 11, 1, 3, 9, 12, 19, 13]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
285	[15, 0, 18, 13, 6, 11, 9, 17, 14, 16]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.9999999993913775e-06
286	[1, 7, 15, 18, 10, 9, 13, 11, 3, 14]	10	1.000000000139778e-06	0.0	0.0	1.8999999999991246e-05
287	[7, 6, 15, 19, 1, 10, 11, 4, 0, 13]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
288	[13, 0, 2, 1, 9, 5, 4, 8, 14, 12]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
289	[18, 12, 6, 3, 7, 11, 19, 0, 2, 13]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
290	[8, 18, 2, 5, 19, 7, 12, 16, 15, 9]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
291	[18, 0, 16, 8, 6, 19, 11, 12, 13, 1]	10	9.999999992515995e-07	2.000000000279556e-06	2.000000000279556e-06	1.9999999993913775e-06
292	[15, 0, 12, 9, 6, 7, 10, 14, 5, 11]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
293	[15, 13, 6, 1, 10, 19, 0, 17, 11, 8]	10	2.000000000279556e-06	0.0	0.0	9.999999992515995e-07
294	[4, 11, 3, 14, 2, 9, 16, 8, 1, 10]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
295	[4, 6, 19, 7, 2, 14, 12, 3, 13, 17]	10	2.000000000279556e-06	2.9999999995311555e-06	1.000000000139778e-06	3.000000000419334e-06
296	[18, 10, 17, 19, 12, 0, 1, 14, 6, 15]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
297	[8, 9, 4, 12, 15, 10, 3, 18, 13, 5]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
298	[18, 17, 3, 10, 2, 12, 1, 6, 9, 16]	10	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	2.000000000279556e-06
299	[10, 13, 2, 0, 16, 3, 9, 19, 8, 17]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	2.000000000279556e-06
300	[16, 4, 18, 11, 1, 2, 7, 14, 15, 13]	10	1.000000000139778e-06	1.000000000139778e-06	3.000000000419334e-06	1.000000000139778e-06
301	[15, 4, 18, 7, 11, 17, 12, 16, 14, 2]	10	2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
302	[8, 7, 13, 18, 11, 1, 12, 15, 0, 4]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
303	[16, 4, 11, 19, 12, 2, 18, 6, 7, 1]	10	2.000000000279556e-06	2.000000000279556e-06	0.0	0.0
304	[8, 12, 17, 5, 13, 19, 15, 1, 16, 6]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
305	[13, 10, 16, 14, 7, 12, 0, 8, 9, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
306	[5, 17, 9, 19, 12, 0, 13, 6, 15, 16]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
307	[13, 2, 15, 5, 11, 10, 19, 8, 16, 0]	10	0.0	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06
308	[9, 5, 12, 19, 6, 2, 15, 16, 14, 18]	10	0.0	0.0	2.000000000279556e-06	1.9999999993913775e-06
309	[10, 19, 13, 7, 11, 8, 16, 3, 14, 0]	10	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
310	[9, 19, 14, 2, 8, 13, 0, 6, 4, 16]	10	9.999999992515995e-07	2.000000000279556e-06	0.0	0.0
311	[0, 3, 13, 19, 5, 7, 18, 9, 1, 4]	10	0.0	0.0	2.000000000279556e-06	1.000000000139778e-06
312	[4, 11, 19, 8, 16, 9, 7, 12, 10, 14]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	2.000000000279556e-06
313	[13, 12, 11, 6, 19, 3, 10, 18, 5, 16]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
314	[7, 17, 12, 4, 8, 13, 11, 2, 18, 5]	10	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06	9.999999992515995e-07
315	[16, 8, 19, 15, 0, 13, 9, 6, 11, 12]	10	4.999999999810711e-06	1.000000000139778e-06	0.0	1.9999999993913775e-06
316	[2, 13, 8, 15, 1, 6, 3, 19, 18, 7]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
317	[19, 2, 11, 15, 9, 8, 0, 16, 14, 6]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
318	[7, 14, 13, 5, 16, 9, 6, 1, 10, 0]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
319	[11, 18, 17, 2, 16, 4, 9, 5, 14, 7]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
320	[15, 7, 0, 6, 10, 2, 11, 18, 1, 9]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	9.999999992515995e-07
321	[7, 17, 11, 14, 19, 12, 5, 13, 9, 18]	10	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06	2.000000000279556e-06
322	[17, 14, 12, 7, 16, 13, 5, 0, 18, 2]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
323	[17, 18, 6, 13, 11, 15, 9, 7, 8, 16]	10	2.000000000279556e-06	2.000000000279556e-06	1.9999999993913775e-06	4.999999999810711e-06
324	[16, 19, 7, 14, 8, 5, 17, 13, 4, 1]	10	0.0	0.0	2.000000000279556e-06	1.000000000139778e-06
325	[6, 16, 9, 15, 0, 5, 10, 19, 3, 1]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
326	[2, 18, 6, 16, 19, 5, 7, 3, 1, 11]	10	2.000000000279556e-06	0.0	9.999999992515995e-07	1.000000000139778e-06
327	[16, 10, 0, 14, 9, 13, 12, 6, 7, 19]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
328	[16, 12, 2, 11, 14, 8, 19, 15, 1, 4]	10	1.000000000139778e-06	0.0	0.0	9.999999992515995e-07
329	[4, 19, 12, 15, 8, 1, 7, 18, 11, 0]	10	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	3.000000000419334e-06
330	[2, 19, 16, 13, 12, 17, 9, 5, 0, 10]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
331	[5, 2, 16, 0, 17, 13, 1, 4, 12, 3]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
332	[5, 7, 14, 11, 9, 18, 17, 0, 10, 19]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
333	[4, 7, 1, 17, 11, 14, 13, 18, 10, 5]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
334	[3, 17, 18, 16, 15, 7, 0, 13, 5, 9]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
335	[10, 19, 0, 9, 8, 17, 6, 16, 11, 14]	10	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
336	[13, 9, 19, 6, 18, 7, 8, 10, 15, 4]	10	1.000000000139778e-06	0.0	0.0	1.9999999993913775e-06
337	[1, 9, 5, 4, 19, 17, 10, 12, 7, 0]	10	9.999999992515995e-07	2.9999999995311555e-06	0.0	0.0
338	[10, 1, 0, 3, 18, 4, 17, 7, 14, 6]	10	0.0	0.0	1.000000000139778e-06	9.999999992515995e-07
339	[3, 10, 6, 16, 18, 2, 12, 9, 13, 1]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
340	[3, 6, 7, 13, 12, 16, 9, 2, 5, 19]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
341	[5, 12, 7, 10, 0, 13, 15, 2, 17, 11]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
342	[5, 6, 19, 4, 0, 8, 9, 18, 2, 3]	10	1.9999999993913775e-06	1.000000000139778e-06	0.0	0.0
343	[6, 8, 1, 18, 5, 19, 7, 0, 4, 3]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
344	[13, 12, 4, 11, 15, 18, 1, 16, 10, 7]	10	1.9999999993913775e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
345	[8, 13, 16, 17, 5, 0, 14, 2, 9, 12]	10	0.0	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
346	[15, 7, 19, 6, 17, 18, 16, 12, 3, 13]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
347	[16, 4, 14, 11, 17, 12, 1, 5, 13, 10]	10	0.0	0.0	0.0	1.000000000139778e-06
348	[8, 3, 2, 1, 16, 6, 19, 4, 10, 13]	10	2.000000000279556e-06	2.000000000279556e-06	0.0	9.999999992515995e-07
349	[1, 17, 3, 9, 18, 2, 12, 13, 11, 10]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	1.9999999993913775e-06
350	[4, 5, 16, 19, 1, 2, 9, 13, 8, 15]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	2.9999999995311555e-06
351	[4, 8, 0, 15, 7, 13, 19, 18, 3, 10]	10	2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
352	[11, 2, 17, 14, 0, 9, 16, 1, 10, 5]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
353	[0, 11, 5, 12, 18, 13, 8, 14, 7, 19]	10	0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
354	[12, 2, 19, 17, 7, 11, 4, 10, 18, 15]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
355	[17, 1, 13, 4, 19, 9, 6, 14, 2, 15]	10	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	0.0
356	[18, 7, 14, 10, 4, 17, 3, 11, 9, 13]	10	0.0	0.0	9.999999992515995e-07	2.000000000279556e-06
357	[18, 0, 15, 11, 8, 9, 3, 7, 1, 19]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
358	[1, 18, 6, 11, 14, 0, 3, 4, 12, 13]	10	2.000000000279556e-06	0.0	0.0	2.000000000279556e-06
359	[10, 12, 13, 5, 2, 17, 6, 7, 4, 1]	10	2.800000000036107e-05	9.999999992515995e-07	1.000000000139778e-06	0.0
360	[2, 0, 9, 18, 12, 17, 1, 19, 8, 10]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	0.0
361	[7, 19, 15, 9, 12, 1, 3, 18, 5, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06
362	[8, 10, 13, 16, 7, 0, 18, 15, 4, 2]	10	0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
363	[15, 5, 16, 8, 4, 1, 19, 0, 12, 9]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	1.000000000139778e-06
364	[3, 15, 13, 8, 18, 12, 16, 4, 7, 9]	10	4.999999999810711e-06	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
365	[12, 6, 17, 3, 11, 19, 4, 7, 13, 14]	10	1.000000000139778e-06	0.0	1.9999999993913775e-06	0.0
366	[7, 2, 13, 11, 17, 3, 12, 9, 0, 4]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
367	[18, 19, 7, 4, 17, 6, 5, 10, 14, 2]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
368	[3, 8, 4, 17, 16, 9, 10, 18, 2, 7]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
369	[15, 14, 11, 10, 6, 4, 3, 8, 1, 16]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
370	[5, 14, 13, 12, 0, 9, 19, 11, 4, 17]	10	0.0	0.0	1.9999999993913775e-06	0.0
371	[2, 17, 5, 15, 8, 19, 12, 13, 14, 10]	10	0.0	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
372	[15, 2, 4, 8, 7, 12, 14, 0, 13, 11]	10	0.0	0.0	0.0	1.000000000139778e-06
373	[6, 0, 17, 8, 18, 19, 4, 9, 16, 3]	10	1.000000000139778e-06	0.0	9.999999992515995e-07	1.000000000139778e-06
374	[13, 1, 16, 2, 4, 9, 3, 7, 12, 18]	10	1.000000000139778e-06	1.000000000139778e-06	4.999999999810711e-06	3.000000000419334e-06
375	[9, 16, 12, 2, 10, 11, 1, 18, 6, 15]	10	1.9999999993913775e-06	0.0	1.9999999993913775e-06	2.000000000279556e-06
376	[5, 0, 19, 6, 9, 12, 14, 11, 4, 10]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06
377	[11, 15, 5, 8, 18, 10, 17, 9, 4, 0]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
378	[5, 8, 19, 18, 16, 11, 14, 10, 4, 9]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
379	[0, 14, 9, 15, 13, 8, 12, 18, 5, 6]	10	1.9999999993913775e-06	2.000000000279556e-06	3.9999999996709334e-06	9.999999992515995e-07
380	[18, 15, 0, 9, 5, 16, 1, 3, 19, 12]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
381	[9, 16, 0, 11, 10, 1, 19, 15, 14, 13]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	1.000000000139778e-06
382	[18, 1, 10, 5, 6, 7, 16, 0, 14, 4]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	1.000000000139778e-06
383	[16, 9, 3, 17, 13, 8, 19, 2, 5, 6]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
384	[0, 9, 3, 15, 17, 16, 10, 14, 13, 2]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
385	[8, 17, 2, 14, 4, 10, 11, 18, 16, 7]	10	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06	9.999999992515995e-07
386	[3, 18, 0, 12, 13, 10, 7, 14, 19, 1]	10	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
387	[0, 11, 18, 4, 13, 2, 6, 3, 5, 15]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	2.000000000279556e-06
388	[5, 15, 16, 17, 4, 1, 18, 3, 12, 7]	10	1.000000000139778e-06	0.0	1.9999999993913775e-06	1.000000000139778e-06
389	[0, 18, 7, 1, 17, 5, 9, 10, 15, 11]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
390	[8, 19, 2, 5, 10, 6, 0, 12, 1, 3]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	9.999999992515995e-07
