T_insertion	T_quick	T_merge	T_heap	T_combination
4.0000000041118255e-06	4.0000000041118255e-06	9.000000005698894e-06	2.00000000916134e-06	3.000000006636583e-06
5.000000001587068e-06	5.000000001587068e-06	3.000000006636583e-06	2.999999992425728e-06	5.000000001587068e-06
4.0000000041118255e-06	2.999999992425728e-06	3.000000006636583e-06	3.000000006636583e-06	1.9999999949504854e-06
6.000000013273166e-06	3.000000006636583e-06	3.000000006636583e-06	2.999999992425728e-06	1.9999999949504854e-06
5.000000001587068e-06	9.999999974752427e-07	4.0000000041118255e-06	3.000000006636583e-06	1.9999999949504854e-06
4.0000000041118255e-06	1.9999999949504854e-06	1.9999999949504854e-06	2.999999992425728e-06	3.000000006636583e-06
3.999999989900971e-06	4.0000000041118255e-06	2.999999992425728e-06	1.9999999949504854e-06	2.999999992425728e-06
5.999999999062311e-06	1.9999999949504854e-06	2.00000000916134e-06	2.00000000916134e-06	9.999999974752427e-07
5.999999999062311e-06	1.9999999949504854e-06	3.000000006636583e-06	3.999999989900971e-06	5.999999999062311e-06
4.9999999873762135e-06	1.9999999949504854e-06	9.999999974752427e-07	1.9999999949504854e-06	2.999999992425728e-06
4.0000000041118255e-06	9.999999974752427e-07	2.999999992425728e-06	3.000000006636583e-06	3.999999989900971e-06
5.000000001587068e-06	3.999999989900971e-06	3.000000006636583e-06	9.999999974752427e-07	2.999999992425728e-06
5.000000001587068e-06	1.0000000116860974e-06	3.000000006636583e-06	2.999999992425728e-06	3.000000006636583e-06
5.000000001587068e-06	5.000000001587068e-06	4.0000000041118255e-06	2.999999992425728e-06	3.000000006636583e-06
3.999999989900971e-06	1.9999999949504854e-06	1.9999999949504854e-06	1.9999999949504854e-06	2.00000000916134e-06
4.9999999873762135e-06	3.000000006636583e-06	2.00000000916134e-06	2.999999992425728e-06	1.9999999949504854e-06
5.999999999062311e-06	2.999999992425728e-06	1.9999999949504854e-06	4.0000000041118255e-06	4.0000000041118255e-06
