T_insertion	T_quick	T_merge	T_heap
0.0	9.5367431640625e-07	0.0	6.000000212225132e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	9.5367431640625e-07	0.0	1.0000003385357559e-06
0.0	0.0	9.5367431640625e-07	2.000000222324161e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	1.99999976757681e-06
1.1920928955078125e-06	0.0	0.0	1.0000003385357559e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	9.5367431640625e-07	9.99999883788405e-07
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	2.000000222324161e-06
9.5367431640625e-07	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	0.0
9.5367431640625e-07	0.0	0.0	9.99999883788405e-07
7.867813110351562e-06	0.0	0.0	9.99999883788405e-07
0.0	1.1920928955078125e-06	0.0	1.0000003385357559e-06
0.0	0.0	0.0	0.0
0.0	0.0	0.0	3.000000106112566e-06
9.5367431640625e-07	0.0	9.5367431640625e-07	1.99999976757681e-06
0.0	0.0	9.5367431640625e-07	1.99999976757681e-06
9.5367431640625e-07	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	1.1920928955078125e-06	2.000000222324161e-06
0.0	9.5367431640625e-07	0.0	9.99999883788405e-07
0.0	0.0	0.0	1.0000003385357559e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
9.5367431640625e-07	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	9.5367431640625e-07	0.0	2.000000222324161e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
0.0	9.5367431640625e-07	0.0	1.99999976757681e-06
0.0	0.0	9.5367431640625e-07	1.99999976757681e-06
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	1.99999976757681e-06
0.0002639293670654297	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	1.99999976757681e-06
0.0	9.5367431640625e-07	0.0	2.000000222324161e-06
0.0	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	0.0
9.5367431640625e-07	0.0	0.0	1.99999976757681e-06
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	0.0	2.000000222324161e-06
9.5367431640625e-07	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0000003385357559e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	0.0
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	0.0
0.0	9.5367431640625e-07	0.0	9.99999883788405e-07
0.0	0.0	1.1920928955078125e-06	1.99999976757681e-06
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	9.5367431640625e-07	9.99999883788405e-07
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	0.0	2.000000222324161e-06
0.0	0.0	0.0	1.0000003385357559e-06
0.0	0.0	0.0	1.99999976757681e-06
9.5367431640625e-07	9.5367431640625e-07	0.0	2.000000222324161e-06
0.0	0.0	9.5367431640625e-07	2.000000222324161e-06
9.5367431640625e-07	0.0	0.0	1.99999976757681e-06
0.0	1.1920928955078125e-06	0.0	9.99999883788405e-07
9.5367431640625e-07	0.0	0.0	9.99999883788405e-07
0.0	0.0	9.5367431640625e-07	1.0000003385357559e-06
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	1.99999976757681e-06
0.0	0.0	9.5367431640625e-07	2.000000222324161e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	1.99999976757681e-06
1.1920928955078125e-06	0.0	0.0	9.99999883788405e-07
0.0	0.0	9.5367431640625e-07	2.000000222324161e-06
0.0	0.0	0.0	1.0000003385357559e-06
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	9.99999883788405e-07
9.5367431640625e-07	0.0	0.0	0.0
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	9.5367431640625e-07	0.0
0.0	0.0	0.0	9.99999883788405e-07
0.0	0.0	0.0	2.000000222324161e-06
