T_insertion	T_quick	T_merge	T_heap	T_combination
3.999999999892978e-06	2.0000000000575113e-06	1.9999999998354667e-06	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	2.9999999999752447e-06	9.999999999177334e-07
1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	2.0000000000575113e-06	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	1.9999999998354667e-06	2.9999999999752447e-06	1.9999999998354667e-06
1.9999999998354667e-06	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07
1.9999999998354667e-06	1.000000000139778e-06	1.000000000139778e-06	4.000000000115023e-06	1.000000000139778e-06
1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	2.9999999999752447e-06	5.999999999950489e-06
1.9999999998354667e-06	1.9999999998354667e-06	9.999999999177334e-07	2.9999999999752447e-06	1.000000000139778e-06
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
2.0000000000575113e-06	2.0000000000575113e-06	2.9999999999752447e-06	3.2000000000032e-05	2.9999999999752447e-06
2.9999999999752447e-06	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06
2.0000000000575113e-06	1.000000000139778e-06	2.0000000000575113e-06	1.000000000139778e-06	2.9999999999752447e-06
1.000000000139778e-06	1.9999999998354667e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
2.0000000000575113e-06	1.000000000139778e-06	1.9999999998354667e-06	9.999999999177334e-07	2.9999999999752447e-06
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07
1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	2.9999999999752447e-06	2.9999999999752447e-06
2.0000000000575113e-06	2.9999999999752447e-06	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
2.0000000000575113e-06	1.000000000139778e-06	2.0000000000575113e-06	1.000000000139778e-06	1.9999999998354667e-06
2.0000000000575113e-06	9.999999999177334e-07	1.9999999998354667e-06	2.9999999999752447e-06	2.0000000000575113e-06
2.0000000000575113e-06	1.000000000139778e-06	2.0000000000575113e-06	7.000000000090267e-06	3.999999999892978e-06
3.999999999892978e-06	1.9999999998354667e-06	9.999999999177334e-07	2.0000000000575113e-06	1.9999999998354667e-06
2.0000000000575113e-06	2.0000000000575113e-06	2.0000000000575113e-06	2.9999999999752447e-06	1.000000000139778e-06
2.9999999999752447e-06	9.999999999177334e-07	2.0000000000575113e-06	2.0000000000575113e-06	9.999999999177334e-07
1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	2.0000000000575113e-06	2.0000000000575113e-06
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06	9.999999999177334e-07	9.999999999177334e-07
1.9999999998354667e-06	1.9999999998354667e-06	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06
2.199999999996649e-05	2.9999999999752447e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999998354667e-06
1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06
2.0000000000575113e-06	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
1.000000000139778e-06	9.999999999177334e-07	1.9999999998354667e-06	1.8999999999991246e-05	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	1.9999999998354667e-06	2.0000000000575113e-06	2.0000000000575113e-06
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	2.9999999999752447e-06	1.9999999998354667e-06
2.9999999999752447e-06	1.000000000139778e-06	2.9999999999752447e-06	9.999999999177334e-07	5.000000000032756e-06
1.9999999998354667e-06	2.0000000000575113e-06	1.9999999998354667e-06	1.9999999998354667e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06	5.000000000032756e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	2.9999999999752447e-06	1.000000000139778e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	2.0000000000575113e-06	1.9999999998354667e-06	9.999999999177334e-07	1.9999999998354667e-06
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06	2.0000000000575113e-06
1.000000000139778e-06	2.0000000000575113e-06	2.0000000000575113e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07
2.0000000000575113e-06	1.000000000139778e-06	1.9999999998354667e-06	1.000000000139778e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	3.999999999892978e-06	1.0999999999983245e-05	1.000000000139778e-06
1.9999999998354667e-06	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06
1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	2.0000000000575113e-06
2.0000000000575113e-06	1.9999999998354667e-06	2.2999999999884224e-05	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07
1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	1.9999999998354667e-06	1.000000000139778e-06
9.999999999177334e-07	1.9999999998354667e-06	1.000000000139778e-06	2.0000000000575113e-06	1.000000000139778e-06
2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06
2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07
1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07
2.0000000000575113e-06	1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
1.000000000139778e-06	1.9999999998354667e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06
2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	1.9999999998354667e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	2.0000000000575113e-06	2.0000000000575113e-06
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07
1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
1.000000000139778e-06	1.9999999998354667e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06
1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06
1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07
